"Gene" "FDR_A1" "log2FC_A1" "FDR_TE" "log2FC_TE"
"146" "HOPX" 5.91798204901935e-05 -0.503962311073961 4.11037554659587e-25 -3.38234427657664
"147" "HOXA1" 5.49864337172983e-07 1.25620692120669 2.0378759776126e-19 2.64454992454584
"148" "HOXA10" 0.0235422278737006 0.469911049987225 8.98043474360962e-18 4.60605586713838
"149" "HOXB8" 0.00923956912826634 0.540973195752016 0.00680178743198216 1.27644070819879
"150" "HOXD9" 0.0402831538302308 0.451594575420216 1.28658570139919e-08 2.02230344257079
"151" "HP" 2.39214277193113e-07 -1.06972743298896 5.20559359288438e-09 -3.60947233010143
"152" "HS3ST3A1" 4.36563369243125e-09 1.4902198894047 1.52636500409555e-09 1.8642294005055
"153" "HS6ST2" 2.78878578709752e-12 0.866300430949599 1.83534763265883e-08 2.37781754364338
"154" "IGF2BP1" 0.0125765283696022 0.460415389082171 4.05697053749313e-11 4.40843966763175
"155" "IL31RA" 0.0268254265175046 0.604739893137326 7.13225948534149e-11 2.44987282061503
"156" "IL6" 3.85669035223168e-05 -0.865679066555024 7.35375715277716e-07 -2.59787357066216
"157" "INA" 0.0118603704130357 0.486520907709293 7.25118048363279e-12 4.33115636743751
"158" "INMT" 0.000125792766210158 -0.853898727644872 8.03169192321494e-42 -5.75450433244039
"159" "IRX1" 0.00270130815322507 -0.358066339257888 9.53230937281988e-09 -2.76313230150322
"160" "ITGA9" 2.60572238080477e-09 -0.62207937781258 1.56600907183598e-25 -2.49998049507365
"161" "ITIH5" 0.0176863563111167 -0.6107328052776 2.0749115613787e-26 -3.68927829031062
"162" "ITLN1" 2.36119743585352e-10 -2.05053713634149 1.12972392280473e-13 -5.14074867856738
"163" "ITM2A" 9.1802821931778e-17 -1.10502987515333 4.97375578921955e-24 -2.81515617584983
"164" "KCNAB1" 0.000126434709061881 -0.813616395394461 7.70714891991184e-21 -2.03446181037794
"165" "KCNB1" 1.18714892038056e-15 -0.726824980312189 3.0874442941897e-19 -2.88798609810056
"166" "KDELR3" 2.12006913852031e-15 0.800504561966971 9.55977725788053e-15 1.34285434160294
"167" "KLHDC7A" 8.14931310355661e-11 -0.446191069379879 6.53703815739748e-17 -3.40245861122333
"168" "KMO" 0.00893362898767347 -0.463898293452651 5.65957980384983e-22 -2.53900442763479
"169" "KREMEN2" 0.0070151130585794 0.495273339401691 3.20099552176276e-18 5.05481815604804
"170" "KRT4" 1.49131060856263e-05 -0.563202904357359 8.86926721167979e-08 -2.75654855283863
"171" "KRT6A" 0.00300149435923621 0.827221545782338 1.02588077238246e-21 8.64524616236285
"172" "LINC00491" 0.0232049066264874 0.456098050160074 3.77961212179179e-19 6.01813428681859
"173" "LINC00535" 0.00071016998465193 -0.512333694619413 2.54930505402566e-18 -2.1829045569518
"174" "LINC00942" 0.000263154466763952 0.976450188206439 7.36793974270202e-07 2.43659495790493
"175" "LINC01354" 0.0105334137312208 -0.418247537452189 2.21191293867537e-11 -2.19517866055621
"176" "LINC01558" 7.33290310481146e-12 -0.683161447841256 1.62853238919324e-11 -2.28455352932355
"177" "LMO2" 0.00157166061125032 -0.388624986499545 1.05506469764069e-21 -2.10646926964155
"178" "LONRF2" 4.81145439871123e-06 -0.353424932588453 5.97722150507135e-09 -2.41207940683969
"179" "LPL" 0.000515515919984894 -0.904762715894964 1.09856077041691e-35 -4.21094590169066
"180" "LRP2" 3.53916868259426e-08 -0.987072852378346 4.3743962193869e-19 -4.19366835412155
"181" "LRRK2" 0.000840070709101495 -0.384759974670431 6.75073434853358e-32 -4.55404928224885
"182" "MAOB" 6.67425569206524e-20 -1.02755163662936 4.60227030911359e-22 -2.40165195970358
"183" "MCF2L2" 0.00925627086204587 0.687953559255445 1.00254654521314e-09 1.46257058783311
"184" "MEF2C" 8.51747993081522e-07 -0.504879255455688 2.11912377836556e-24 -2.02332604086281
"185" "MIAT" 0.00293849884344964 0.668344834360839 2.28059333649364e-05 1.52575503928144
"186" "MPPED2" 3.90255899451928e-06 0.700012368776738 0.000143463645274741 1.51078051877435
"187" "MS4A4A" 0.0193848548722583 -0.546750473607029 6.81278494387135e-18 -2.05062168118322
"188" "MS4A7" 0.0271292348700947 -0.458471826534645 7.06514851644843e-30 -3.09674117075267
"189" "MSI2" 9.51318219183797e-16 0.491990395564988 7.87287704736368e-13 1.22789353601921
"190" "MSRB3" 5.69875378988153e-10 -0.924393223968048 7.05330527599237e-18 -1.99184955813898
"191" "MT1M" 1.44867042844692e-12 -1.64915505999395 5.50399879894846e-14 -3.15810958225792
"192" "MTHFD2" 5.97482215577198e-11 0.576920058611035 8.77593872736275e-21 1.83252587131826
"193" "MUC5B" 0.00488822395382452 -0.498457925480315 0.00829189319525878 -1.78502505509383
"194" "MUCL1" 1.19480402059339e-40 2.68724900984793 2.15803357636387e-06 2.64203212028178
"195" "MYCN" 0.0248986274421773 0.592922730282658 2.41035057445809e-08 2.47718693029299
"196" "NAV1" 1.07053818725491e-19 0.802136989068233 2.45726422551645e-09 1.42791819782184
"197" "NCKAP5" 0.0319138389039188 -0.661004983140429 1.73461463415033e-22 -3.06626481333576
"198" "NKAIN2" 0.0478090841382429 0.493406568477297 1.2069128651246e-15 4.21635076978136
"199" "NKX3-2" 0.0437299314784642 0.501316385687886 2.24511305509906e-19 4.28520274613021
"200" "NPW" 0.0077375779221405 0.497205409011541 1.35361519732791e-09 2.65592068207109
"201" "NQO1" 5.66088510392258e-42 1.51728691106847 2.75953588554751e-05 1.43198806311695
"202" "NRCAM" 0.00250718936065724 0.673725855349702 2.3597308450516e-07 1.93712012189264
"203" "NTRK2" 0.00826099977589591 0.633163316576941 0.0100691640012366 1.64602534595639
"204" "PANX2" 3.20310748175688e-11 0.802457507829221 7.08012003268435e-09 1.93687388124267
"205" "PAPSS2" 1.20818970190792e-10 -0.692045475210753 1.30174199164227e-22 -2.48804503012884
"206" "PARD6B" 2.353463251471e-05 -0.361277865491871 1.32344577658692e-16 -1.84382622720363
"207" "PCDH17" 1.07469989152938e-10 -1.07431500886622 8.96550917243243e-17 -1.94899538065552
"208" "PCDH19" 0.0114629469194619 0.58260144147719 2.65737930094935e-10 3.35779143990854
"209" "PCOLCE2" 0.036204822503105 -0.408439930011164 1.89370009580113e-14 -2.24568324966654
"210" "PDIA2" 0.0192981021649026 0.460589417243554 1.39225939753069e-05 1.96377287389287
"211" "PDK4" 7.86133853989084e-16 -0.503451841784143 3.76067510316427e-29 -4.59900824626479
"212" "PECAM1" 0.00151977445897994 -0.588355329779542 1.78436566350236e-38 -3.07212777039303
"213" "PGLYRP3" 0.00750292149393767 0.544986343112964 4.07279873088745e-21 7.17780633763678
"214" "PHLDB3" 0.000138742455869192 0.796096519997167 2.69975630944288e-17 1.73320675635561
"215" "PIEZO2" 1.22747985898132e-11 -1.01487502637423 1.9420749742914e-14 -2.1206896139411
"216" "PIP5K1B" 2.97623514686831e-13 -0.436455048908348 6.62873716673438e-21 -3.10430687826858
"217" "PIR" 8.65001397378788e-47 1.55290885206661 1.18917358841786e-07 1.34550744935526
"218" "PKM" 0.000293033930265984 0.444457124146385 5.83350886455387e-28 1.46344294249369
"219" "PLIN5" 6.01260999247629e-07 -0.467565162589514 7.16316742912263e-20 -3.11709927336099
"220" "PLPPR3" 0.0107453969971298 -0.417226885659073 3.79873878528721e-11 -3.11951592735592
"221" "PLSCR4" 1.74585952071291e-08 -0.426048094236446 2.01432507716519e-20 -1.79262589583511
"222" "PLXNB3" 0.00792821438017117 0.621048457832405 1.4155025964527e-14 2.65224170366566
"223" "PMAIP1" 6.80131454896673e-05 0.536507205420011 2.43909905486365e-18 2.39955171978167
"224" "PNMA2" 0.00185914043324199 -0.848620822890653 4.41340429657716e-26 -2.89556176113965
"225" "PNMA3" 0.0141236365301988 0.588057893563904 0.000236603809791578 1.41539117245989
"226" "PPBP" 0.00967507726405314 -0.896176810277923 1.65233857262526e-23 -5.285504987032
"227" "PPP1R16B" 6.25967006414576e-22 -1.71650906566291 1.77277266459652e-18 -2.36485493567767
"228" "PPP2R2C" 0.0118894146325954 0.441972309906176 7.84530530952083e-17 5.81742730755106
"229" "PREX2" 0.00925627086204587 -0.677258209597448 1.35865660344478e-32 -3.46141858323878
"230" "PRKCB" 0.00112492477958286 -0.652304119835207 3.21192100714604e-16 -1.90271701554921
"231" "PRKX" 7.81548994400023e-12 0.512525699123236 9.57808059972374e-11 1.34671862295187
"232" "PRR15L" 4.71672325326425e-08 -0.382475425220468 1.50395634623635e-16 -3.03261412102977
"233" "PTPRH" 0.00385106748211838 0.744362041558206 4.01749217098501e-18 3.91105954683416
"234" "PTPRM" 1.15474869511371e-07 -0.373765193368833 3.7442352765535e-28 -2.43904771222779
"235" "PTX3" 0.00695907044958403 -0.468172378506602 8.01206038050526e-07 -1.96834365599057
"236" "PYCR1" 8.08496331254795e-12 0.665581258171074 2.80964469549687e-27 2.91301812883715
"237" "RAE1" 0.00953606304362738 0.508083484324979 6.45933185737932e-26 1.44777437241264
"238" "RASAL1" 0.00726787267558842 0.46067058871562 1.08928767781823e-20 3.86239607898013
"239" "RASL10B" 0.0106171833193609 0.608786751714883 6.53746177553276e-08 1.68815575436335
"240" "RBMS3" 2.1809671391238e-07 -0.387027552301474 9.41069496058101e-27 -2.45521758390699
"241" "RBMS3-AS3" 0.00272844278546898 -0.432379999213073 2.04785640785777e-15 -2.57873173241071
"242" "RBP4" 1.84559802039385e-07 -1.01978084270599 7.61938536658401e-22 -4.39386142982076
"243" "RCAN2" 1.35310311153143e-09 -0.629692497791542 4.94814090692321e-18 -1.9968708556706
"244" "RECK" 3.14613217015457e-06 -0.505225649908938 2.97097077581177e-23 -1.90454148769912
"245" "REN" 0.0377993643544541 -0.477790470446004 2.80485070693609e-21 -3.05110634185176
"246" "RFTN1" 2.29164048475447e-10 -0.421433298679172 6.48449686523889e-22 -1.97192099651537
"247" "RGS20" 0.00101207879338609 0.741058398908641 4.60676051951637e-14 3.27586055757543
"248" "RNF182" 0.000756627525733859 -0.491549812109179 1.74189609321436e-11 -2.3741265044914
"249" "RNFT2" 4.16119962881969e-18 1.80828291875947 7.67641313103236e-07 1.33211109075422
"250" "RPL13AP17" 0.000661718691645783 -0.495377324937926 8.77070899919467e-30 -6.51564118209469
"251" "RPRM" 2.78529585967242e-10 0.452774993067296 0.00104475159497544 1.49509213548565
"252" "RRAD" 3.88612140828321e-10 -0.525943128008088 1.95762330567827e-17 -3.56339003740948
"253" "RUNDC3B" 0.0494501156714152 -0.391771880214822 6.07314808570602e-08 -1.79838575126314
"254" "RUNX1T1" 0.00014224803860549 -0.771427746591496 2.06121973047448e-17 -2.24479426780414
"255" "S100A16" 1.10482716210712e-08 0.448244537223184 6.53082242086842e-13 1.49967789445958
"256" "SAMHD1" 5.49189529421428e-10 -0.635829565033443 5.53146206981736e-22 -1.82912681076995
"257" "SCG5" 0.0488231857497278 0.599206295920379 6.13601743096415e-12 2.02281246936862
"258" "SCNN1G" 1.08058033507835e-07 -0.517846589203602 2.27889214295808e-13 -2.49848407052512
"259" "SEC14L3" 1.25566599137039e-21 -1.71230607675319 6.75819372830829e-28 -5.64631779150849
"260" "SELPLG" 8.72481270830806e-06 -0.369899133891273 6.45299168064559e-24 -2.44605361017459
"261" "SEMA3E" 9.80878323456444e-05 -0.437764078829736 3.18686578812695e-20 -4.24467565036946
"262" "SEMA5A" 7.36400536373058e-09 -0.538040225548277 3.04200405470546e-12 -2.17625431570567
"263" "SERINC2" 1.14558967880424e-06 0.437856311997789 5.84240102733974e-10 1.38115142110547
"264" "SERPINB13" 0.00106550631147255 0.561236527335602 1.93339983848614e-08 6.81169995501208
"265" "SERPING1" 9.85782600857745e-09 -0.779513099925476 6.39392678864077e-20 -1.8756465016389
"266" "SFRP2" 1.10178200776892e-19 2.69555830013952 1.0955646030498e-05 1.59488163787204
"267" "SH2D3C" 0.0185223309693138 -0.502358409193969 4.04165200502845e-41 -2.94037137359216
"268" "SIX3" 2.89788465783549e-10 1.40209727545026 0.000329270710418442 1.96402735801563
"269" "SKP2" 0.0182916136962796 0.564698264347917 4.69419487547794e-28 2.74214599089807
"270" "SLC13A2" 0.005153667748305 -0.616633609751025 1.83251089010247e-08 -2.70888561684572
"271" "SLC13A5" 0.0112638227548336 0.503734962703441 2.76902999212747e-08 3.00297703078913
"272" "SLC2A1" 2.93151340132494e-21 0.571674609642898 1.69382185386563e-41 5.43336849266946
"273" "SLC35F2" 6.54363411752099e-09 0.495549555957537 4.95644010905897e-13 1.38154706532713
"274" "SLC47A1" 0.00632916255339936 -0.532578672411247 3.89515946492274e-12 -1.89286392493455
"275" "SLC6A2" 0.00228494966163601 0.559521275077485 5.35503673642107e-10 3.58063073396306
"276" "SLC6A20" 3.89513641640226e-05 -0.6893373229729 5.9989000679252e-24 -4.26173352346336
"277" "SLC7A11" 1.1843852198993e-16 2.2783087819769 3.65454872016111e-09 2.58184198202206
"278" "SLCO4C1" 2.49693470765472e-08 -0.440922234872831 1.78023949540113e-16 -2.79362166580325
"279" "SLIT2" 9.18792246056584e-21 -0.878645544221405 8.16913135716345e-20 -2.28148443174864
"280" "SMC1B" 0.0293559348741525 0.489490804018215 4.88663245965523e-08 2.27238608027098
"281" "SMO" 0.0236288576290821 0.435991906168341 3.40849734838637e-18 2.37070630042804
"282" "SNTB1" 1.62496156074102e-10 -0.413697403413769 4.17244484596099e-20 -2.04142481738043
