"Gene" "FDR_A1" "log2FC_A1" "FDR_TE" "log2FC_TE"
"283" "SORBS1" 0.000801099741235335 -0.545308943677714 5.43515491675848e-31 -2.79779608230223
"284" "SPATS2" 1.06307580743926e-06 0.648981373614372 8.5994336940982e-29 1.40029006880639
"285" "SPP1" 6.40521656484059e-11 2.40185812383861 2.29605074093663e-20 4.41344066742942
"286" "SPRR1A" 0.0188993863585637 0.554927672702494 5.67425301273083e-10 6.23212053983743
"287" "SPRR1B" 0.00501413916543125 0.747349815269628 2.2480873875908e-10 7.10926910772688
"288" "STEAP4" 1.22716256574865e-11 -0.612963099307729 3.6949421381007e-26 -4.23997523863599
"289" "STRA6" 3.85152489347285e-11 0.533140635824092 9.85478518461297e-23 4.56104211022052
"290" "SULT1C4" 0.00639607979352076 -0.450419084908336 2.41496941835132e-18 -2.56570554685856
"291" "SUSD2" 1.88587537807546e-08 -0.744831076276714 8.52283476585674e-40 -5.14743576396188
"292" "SV2A" 0.0109982239380253 0.557050889417127 5.01729796987308e-08 1.64426494807275
"293" "SYNPO2" 0.00695970907228276 -0.523823931578975 4.8661099242659e-12 -2.07635302945244
"294" "SYT1" 0.00453477929347733 0.48932336842657 1.67092634717899e-05 1.49122882738226
"295" "TACR1" 1.59931558835996e-08 -1.24537888854275 4.28709744988731e-07 -1.84761735277492
"296" "TCN1" 1.00117211532685e-09 1.35845180400314 5.49921344016143e-05 2.34997134830892
"297" "TFPI" 2.4681453237756e-11 -0.877368207404036 3.11945649313936e-20 -2.6018395820457
"298" "THSD7A" 8.8333639743642e-21 -1.2001367389123 5.23557168842097e-15 -2.10091274220482
"299" "TLR4" 8.93765171747364e-07 -0.619793790185618 2.56546362989677e-28 -2.49801714506828
"300" "TMEM178A" 6.02807639559288e-13 -0.606558294532107 4.16776511288813e-17 -2.93280330502689
"301" "TMEM184A" 0.000235550709849505 0.445277860908782 2.65849451329632e-07 1.74304478185909
"302" "TMEM200C" 8.59210138554831e-18 0.618479633692625 4.27941615648614e-07 1.78624148601508
"303" "TMPRSS11E" 0.0486039141150417 0.522839933245089 3.51480021728349e-15 6.15647071696724
"304" "TMPRSS3" 6.32872909404923e-09 -0.367503916552682 1.5574022140561e-08 -1.95502476350382
"305" "TMPRSS4" 2.28951318539771e-07 0.450624755512578 5.50129127547203e-17 5.16809155774464
"306" "TNC" 0.0273096925447577 0.579983862740598 1.97048175120519e-09 1.88774875154094
"307" "TNFRSF10C" 0.0283569772034973 -0.48605906789418 2.64087992310732e-25 -3.16143270214478
"308" "TP63" 0.0359488497390698 0.450403880865608 2.07338516635125e-13 4.8700941904498
"309" "TPRXL" 1.65464445962405e-08 1.67816515323133 4.06832630922612e-22 4.50554101247077
"310" "TREM1" 0.0255587574106816 -0.463267895579811 1.9330664895718e-28 -3.44376866726586
"311" "TRHDE" 0.0176995272839991 -0.577206657157625 5.82674764183138e-25 -5.337567473963
"312" "TRIM58" 0.0213958488341523 -0.786624386990376 3.21534006042905e-19 -3.93694444291432
"313" "TRIM7" 6.52012968622055e-06 0.706242922786228 2.4186259778722e-08 2.03688291705179
"314" "TSHR" 0.0454944666995384 0.557837728800886 0.000128672642828668 1.23306618543393
"315" "TTC16" 5.9304373692652e-12 -0.438014508057771 2.60746599755734e-11 -2.37071996204826
"316" "TUBB2B" 0.0020190243320941 0.715371703879207 1.47387411876311e-06 1.94855730172081
"317" "TXN" 3.09402391269391e-14 0.457273067526035 6.94356727738465e-12 1.26166656710172
"318" "UCHL1" 1.43728023384178e-18 3.74231896687711 2.80965280051208e-10 3.16242198289801
"319" "UGT1A6" 1.10136231437629e-07 0.781416953414474 2.97949130203266e-07 3.35047202490102
"320" "UMODL1-AS1" 0.000412999335287385 -0.429684590672545 1.08214015240874e-10 -3.35754506544288
"321" "UPK1B" 6.02053337139011e-06 0.697153583437174 7.34038765469385e-06 4.63778790155603
"322" "VEPH1" 2.14317816765952e-07 -0.562292952518193 1.89178501759445e-39 -5.07281256602075
"323" "VGLL3" 1.18697859424061e-06 -0.974890780254626 8.49468239492647e-13 -2.02055447188711
"324" "VNN2" 0.000217984168481503 -0.360557997483273 8.94068880029945e-15 -2.21233620992408
"325" "WDR72" 2.84222749519916e-08 0.861440154568926 2.13549996099589e-10 4.62086417977984
"326" "WIF1" 0.00101500715665728 -0.653985209602768 1.43208990952449e-24 -6.45867938478428
"327" "WNT10B" 0.0331123815097952 0.470862535697688 4.46227954416153e-07 2.0747978951685
"328" "ZBTB16" 2.08177208726418e-08 -0.744532130725894 9.44412026379051e-23 -5.32372505830106
"329" "ZFP2" 1.69550182107123e-05 -0.367770567539592 4.52499059614499e-21 -1.91618767350287
"330" "ZNF423" 2.01167178100839e-08 -0.582639304810165 2.01841698289848e-13 -1.82510241216478
"331" "ZNF835" 0.00129227628374363 -0.674479263059501 5.79226055951206e-13 -1.84516471212023
