,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZNF654,-0.329722392,3.962262357,-5.582280592,1.58E-07,4.44E-07,6.1675412
PCF11,-0.504184709,5.649116692,-5.583150751,1.58E-07,4.42E-07,5.995542807
TNFRSF8,-0.883297079,0.885358758,-5.583751926,1.57E-07,4.41E-07,6.729223132
BACE1,-0.547354668,5.72344323,-5.587129654,1.55E-07,4.34E-07,6.010730492
CDH6,-0.980216677,2.413083502,-5.589400744,1.53E-07,4.30E-07,6.51919974
SLAIN1,-0.86421955,3.740899388,-5.590110916,1.53E-07,4.29E-07,6.245810102
PAQR8,-0.784693193,4.450713062,-5.590163593,1.53E-07,4.29E-07,6.122606731
FAM78A,-0.833935868,3.758453823,-5.592371843,1.51E-07,4.25E-07,6.252267056
SOX6,-1.244933016,1.735647378,-5.592583424,1.51E-07,4.24E-07,6.651360676
MTMR6,-0.479514407,5.707577232,-5.594025135,1.50E-07,4.22E-07,6.04180319
CRTC1,-0.565811613,4.209661207,-5.596421218,1.49E-07,4.18E-07,6.186208338
TTLL9,-1.678597987,-0.587496302,-5.596696048,1.48E-07,4.17E-07,6.955621139
RARRES2,-0.959488933,6.624099219,-5.59700212,1.48E-07,4.17E-07,6.059263006
FAM23A,-1.272256054,1.104634331,-5.598491991,1.47E-07,4.14E-07,6.765423301
PIK3R3,-0.88375442,5.578677992,-5.598533387,1.47E-07,4.14E-07,6.066431945
GPCPD1,-0.664897524,6.302751597,-5.599533486,1.46E-07,4.12E-07,6.061345834
PABPC5,-0.983820034,-0.098201965,-5.599589558,1.46E-07,4.12E-07,6.917747851
CYSLTR1,-0.912398057,2.177463587,-5.600043817,1.46E-07,4.12E-07,6.610162236
CPVL,-0.953618182,5.480084245,-5.600925136,1.46E-07,4.10E-07,6.081381693
C1orf88,-1.693730297,3.73889974,-5.601709205,1.45E-07,4.09E-07,6.297623382
RNF185,-0.330548476,5.598478858,-5.602237795,1.45E-07,4.08E-07,6.082083223
TMEM115,-0.333368591,5.683104254,-5.602589975,1.44E-07,4.07E-07,6.080602371
FAM188A,-0.507063419,4.357812709,-5.603440411,1.44E-07,4.06E-07,6.194453876
PKD2,-0.564767807,5.338610712,-5.607021002,1.42E-07,3.99E-07,6.115811486
UBXN11,-0.743167613,4.330840146,-5.608859265,1.40E-07,3.96E-07,6.222494923
C2orf58,-1.295228587,-0.992412694,-5.611751604,1.39E-07,3.91E-07,7.058914024
ENHO,-1.628451924,-0.201255871,-5.612170166,1.38E-07,3.91E-07,6.984181048
CCDC85C,-0.58664946,4.76980247,-5.612238078,1.38E-07,3.91E-07,6.183222498
RP2,-0.487751906,5.011598997,-5.617431737,1.35E-07,3.82E-07,6.184475665
HAGH,-0.419118719,5.228496041,-5.617769454,1.35E-07,3.81E-07,6.170250819
GCET2,-0.766095523,0.99764182,-5.621193228,1.33E-07,3.75E-07,6.879671553
CDK17,-0.443219118,5.177033954,-5.622106545,1.32E-07,3.74E-07,6.192938202
PTGDR,-1.051947197,-0.467469703,-5.622499022,1.32E-07,3.73E-07,7.05707925
DOK1,-0.499324842,4.395843199,-5.626004196,1.30E-07,3.67E-07,6.289287622
SFTA3,-1.748736275,6.749522067,-5.626268781,1.30E-07,3.67E-07,6.194433699
SLC9A9,-0.815512716,3.247243167,-5.629398646,1.28E-07,3.62E-07,6.524780107
ARHGEF18,-0.492718767,6.008761569,-5.633132674,1.26E-07,3.56E-07,6.209503348
BIN2,-0.947825734,4.147785532,-5.63410366,1.25E-07,3.55E-07,6.364005656
HIPK3,-0.614839225,5.816833682,-5.635456796,1.24E-07,3.53E-07,6.222965881
PTPRG,-0.856633881,5.065028955,-5.636125857,1.24E-07,3.52E-07,6.263457894
TSPO,-0.65877357,6.916920763,-5.64060463,1.22E-07,3.45E-07,6.265891076
AKAP14,-2.728210863,-1.538040439,-5.640622431,1.21E-07,3.45E-07,7.229378615
TFEB,-0.545158145,4.622466413,-5.641927961,1.21E-07,3.43E-07,6.331245935
HDAC4,-0.562009208,4.280248124,-5.64279034,1.20E-07,3.42E-07,6.381088341
C9orf21,-0.591007433,3.525532685,-5.643840554,1.20E-07,3.40E-07,6.52924276
ABCA5,-0.939311783,3.430368652,-5.645088937,1.19E-07,3.38E-07,6.555130251
CHCHD6,-0.53131939,2.983937289,-5.645466599,1.19E-07,3.38E-07,6.652544088
SLC4A4,-1.236713451,4.980210135,-5.647588436,1.18E-07,3.35E-07,6.321315021
C3orf36,-1.453164253,-0.007705435,-5.649392761,1.17E-07,3.32E-07,7.127150753
ACAA1,-0.529976955,5.822378646,-5.649796309,1.17E-07,3.31E-07,6.286762532
USP2,-1.301216803,2.175587932,-5.655832743,1.13E-07,3.23E-07,6.857888404
ATP2C1,-0.423947921,7.251297749,-5.657254241,1.13E-07,3.21E-07,6.356735099
APOC2,-1.655371711,3.366188318,-5.660210943,1.11E-07,3.17E-07,6.636297272
C5,-1.37890214,4.328063075,-5.663511564,1.09E-07,3.12E-07,6.466270173
CCDC42B,-2.408217874,0.373978437,-5.667217935,1.08E-07,3.07E-07,7.161919239
KDM4C,-0.364973373,4.570608546,-5.667523793,1.07E-07,3.07E-07,6.451573959
ZBTB46,-0.738957721,3.254315606,-5.673836708,1.04E-07,2.98E-07,6.721195056
TPST2,-0.481335498,5.225829039,-5.67591687,1.03E-07,2.96E-07,6.429720611
LOC400931,-1.067364461,0.519280683,-5.679001683,1.02E-07,2.92E-07,7.196537642
PGCP,-0.643066658,5.084291708,-5.680170359,1.01E-07,2.90E-07,6.458623751
SLC16A12,-1.721585036,1.454466306,-5.681971172,1.01E-07,2.88E-07,7.088516051
RORB,-1.631754783,-0.909604682,-5.684039507,9.97E-08,2.85E-07,7.369685832
TMTC2,-0.714369916,4.639101038,-5.685249123,9.91E-08,2.84E-07,6.522799163
STXBP1,-0.743353853,6.229775592,-5.687026112,9.83E-08,2.82E-07,6.45039066
ZCCHC2,-0.63795068,4.448788438,-5.690490759,9.68E-08,2.77E-07,6.569824332
EIF1,-0.385617247,9.248810309,-5.69502574,9.48E-08,2.72E-07,6.633782267
TCEB3,-0.356083761,6.616113109,-5.696787483,9.40E-08,2.69E-07,6.503965708
TUSC1,-0.687843365,3.715469764,-5.697151751,9.38E-08,2.69E-07,6.727716385
TUBE1,-0.477849928,3.064512667,-5.698588117,9.32E-08,2.67E-07,6.872497393
PTN,-1.732071755,2.95652946,-5.699472973,9.29E-08,2.66E-07,6.899264638
