Gene Module Number	EnsemblID
2	ENSG00000242802
2	ENSG00000242861
2	ENSG00000242866
2	ENSG00000243155
2	ENSG00000243302
2	ENSG00000243452
2	ENSG00000243679
2	ENSG00000243708
2	ENSG00000243716
2	ENSG00000244119
2	ENSG00000244151
2	ENSG00000244480
2	ENSG00000244560
2	ENSG00000244754
2	ENSG00000244879
2	ENSG00000245149
2	ENSG00000245532
2	ENSG00000245849
2	ENSG00000245970
2	ENSG00000246090
2	ENSG00000246339
2	ENSG00000246451
2	ENSG00000246922
2	ENSG00000247679
2	ENSG00000248019
2	ENSG00000248124
2	ENSG00000249087
2	ENSG00000250067
2	ENSG00000250506
2	ENSG00000251022
2	ENSG00000251136
2	ENSG00000251247
2	ENSG00000251364
2	ENSG00000251369
2	ENSG00000251432
2	ENSG00000251562
2	ENSG00000252690
2	ENSG00000253106
2	ENSG00000253200
2	ENSG00000253352
2	ENSG00000254363
2	ENSG00000254413
2	ENSG00000254815
2	ENSG00000254995
2	ENSG00000255031
2	ENSG00000255182
2	ENSG00000255717
2	ENSG00000256028
2	ENSG00000256223
2	ENSG00000256294
2	ENSG00000256525
2	ENSG00000256667
2	ENSG00000257511
2	ENSG00000257621
2	ENSG00000258297
2	ENSG00000258311
2	ENSG00000258441
2	ENSG00000258461
2	ENSG00000258472
2	ENSG00000258634
2	ENSG00000258727
2	ENSG00000258839
2	ENSG00000258890
2	ENSG00000259820
2	ENSG00000259865
2	ENSG00000259891
2	ENSG00000259972
2	ENSG00000259994
2	ENSG00000260091
2	ENSG00000260236
2	ENSG00000260257
2	ENSG00000260296
2	ENSG00000260306
2	ENSG00000260565
2	ENSG00000260669
2	ENSG00000260711
2	ENSG00000260729
2	ENSG00000260772
2	ENSG00000260778
2	ENSG00000260837
2	ENSG00000260872
2	ENSG00000260917
2	ENSG00000260924
2	ENSG00000260942
2	ENSG00000261015
2	ENSG00000261052
2	ENSG00000261067
2	ENSG00000261087
2	ENSG00000261136
2	ENSG00000261139
2	ENSG00000261254
2	ENSG00000261286
2	ENSG00000261324
2	ENSG00000261326
2	ENSG00000261355
2	ENSG00000261408
2	ENSG00000261460
2	ENSG00000261488
2	ENSG00000261490
2	ENSG00000261505
2	ENSG00000261526
2	ENSG00000261556
2	ENSG00000261584
2	ENSG00000261613
2	ENSG00000261799
2	ENSG00000262580
2	ENSG00000262877
2	ENSG00000263020
2	ENSG00000263126
2	ENSG00000263198
2	ENSG00000263272
2	ENSG00000263276
2	ENSG00000263327
2	ENSG00000264098
2	ENSG00000264112
2	ENSG00000264538
2	ENSG00000264772
2	ENSG00000265298
2	ENSG00000265629
2	ENSG00000265690
2	ENSG00000266086
2	ENSG00000266714
2	ENSG00000267152
2	ENSG00000267244
2	ENSG00000267281
2	ENSG00000267283
2	ENSG00000267680
2	ENSG00000267896
2	ENSG00000267940
2	ENSG00000268030
2	ENSG00000268220
2	ENSG00000268471
2	ENSG00000269131
2	ENSG00000269352
2	ENSG00000269399
2	ENSG00000269680
2	ENSG00000269751
2	ENSG00000269821
2	ENSG00000269928
2	ENSG00000269929
2	ENSG00000269958
2	ENSG00000270012
2	ENSG00000270015
2	ENSG00000270055
2	ENSG00000270069
2	ENSG00000270189
2	ENSG00000270574
2	ENSG00000271344
2	ENSG00000271430
2	ENSG00000271529
2	ENSG00000271533
2	ENSG00000271795
2	ENSG00000271816
2	ENSG00000271857
2	ENSG00000271870
2	ENSG00000271895
2	ENSG00000271975
2	ENSG00000271997
2	ENSG00000272077
2	ENSG00000272141
2	ENSG00000272145
2	ENSG00000272216
2	ENSG00000272316
2	ENSG00000272356
2	ENSG00000272455
2	ENSG00000272505
2	ENSG00000272578
2	ENSG00000272589
2	ENSG00000272631
2	ENSG00000272645
2	ENSG00000272658
2	ENSG00000272668
2	ENSG00000272720
2	ENSG00000272752
2	ENSG00000272782
2	ENSG00000272849
2	ENSG00000272916
2	ENSG00000272977
2	ENSG00000273000
2	ENSG00000273131
2	ENSG00000273137
2	ENSG00000273151
2	ENSG00000273271
2	ENSG00000273373
2	ENSG00000273466
2	ENSG00000273478
3	ENSG00000067082
3	ENSG00000108551
3	ENSG00000120129
3	ENSG00000120738
3	ENSG00000123358
3	ENSG00000125740
3	ENSG00000128016
3	ENSG00000128342
3	ENSG00000137331
3	ENSG00000139318
3	ENSG00000142178
3	ENSG00000148339
3	ENSG00000153234
3	ENSG00000158050
3	ENSG00000159388
3	ENSG00000160888
3	ENSG00000170345
3	ENSG00000171223
3	ENSG00000177606
3	ENSG00000198355
4	ENSG00000062582
4	ENSG00000065518
4	ENSG00000090266
4	ENSG00000099341
4	ENSG00000099795
4	ENSG00000100216
4	ENSG00000103363
4	ENSG00000106153
4	ENSG00000110801
4	ENSG00000111639
4	ENSG00000111775
4	ENSG00000112695
4	ENSG00000116459
4	ENSG00000119013
4	ENSG00000120509
4	ENSG00000125356
4	ENSG00000125445
4	ENSG00000125995
4	ENSG00000126267
4	ENSG00000126768
4	ENSG00000127540
4	ENSG00000127774
4	ENSG00000131174
4	ENSG00000135441
4	ENSG00000135940
4	ENSG00000136930
4	ENSG00000140990
4	ENSG00000141552
4	ENSG00000141759
4	ENSG00000143977
4	ENSG00000145494
4	ENSG00000150779
4	ENSG00000151366
4	ENSG00000155368
4	ENSG00000156411
4	ENSG00000163634
4	ENSG00000164405
4	ENSG00000164919
4	ENSG00000165264
4	ENSG00000165283
4	ENSG00000166136
4	ENSG00000169020
4	ENSG00000169021
4	ENSG00000171421
4	ENSG00000172428
4	ENSG00000172586
4	ENSG00000173436
4	ENSG00000173915
4	ENSG00000176340
4	ENSG00000177700
4	ENSG00000178307
4	ENSG00000178741
4	ENSG00000183617
4	ENSG00000184076
4	ENSG00000184752
4	ENSG00000185721
4	ENSG00000186010
4	ENSG00000188612
4	ENSG00000189043
4	ENSG00000198522
4	ENSG00000204922
4	ENSG00000213619
4	ENSG00000241468
4	ENSG00000262814
5	ENSG00000000460
5	ENSG00000004142
5	ENSG00000006634
5	ENSG00000007968
5	ENSG00000010292
5	ENSG00000011426
5	ENSG00000024526
5	ENSG00000034063
5	ENSG00000040275
5	ENSG00000048140
5	ENSG00000049541
5	ENSG00000051180
5	ENSG00000055044
5	ENSG00000066279
5	ENSG00000068489
5	ENSG00000072571
5	ENSG00000075218
5	ENSG00000075702
5	ENSG00000077152
5	ENSG00000080986
5	ENSG00000085840
5	ENSG00000085999
5	ENSG00000087111
5	ENSG00000087586
5	ENSG00000088325
5	ENSG00000089685
5	ENSG00000090889
5	ENSG00000091651
5	ENSG00000093009
5	ENSG00000094804
5	ENSG00000097046
5	ENSG00000100297
5	ENSG00000100526
5	ENSG00000100600
5	ENSG00000101003
5	ENSG00000101057
5	ENSG00000101412
5	ENSG00000101945
5	ENSG00000102384
5	ENSG00000104064
5	ENSG00000104738
5	ENSG00000104889
5	ENSG00000105011
5	ENSG00000105135
5	ENSG00000106462
5	ENSG00000108106
5	ENSG00000109805
5	ENSG00000111206
5	ENSG00000111247
5	ENSG00000111445
5	ENSG00000111602
5	ENSG00000112118
5	ENSG00000112578
5	ENSG00000112742
5	ENSG00000112984
5	ENSG00000113368
5	ENSG00000113810
5	ENSG00000116212
5	ENSG00000116478
5	ENSG00000116830
5	ENSG00000117399
5	ENSG00000117632
5	ENSG00000117724
5	ENSG00000118193
5	ENSG00000119969
5	ENSG00000120254
5	ENSG00000120539
5	ENSG00000120647
5	ENSG00000120802
5	ENSG00000121152
5	ENSG00000121621
5	ENSG00000122483
5	ENSG00000122566
5	ENSG00000122952
5	ENSG00000123219
5	ENSG00000123416
5	ENSG00000123485
5	ENSG00000123975
5	ENSG00000124207
5	ENSG00000124766
5	ENSG00000125319
5	ENSG00000125944
5	ENSG00000126787
5	ENSG00000127564
5	ENSG00000128274
5	ENSG00000128944
5	ENSG00000129195
5	ENSG00000130202
5	ENSG00000131153
5	ENSG00000131269
5	ENSG00000131747
5	ENSG00000132313
5	ENSG00000132646
5	ENSG00000134057
5	ENSG00000134690
5	ENSG00000135451
5	ENSG00000135476
5	ENSG00000135763
5	ENSG00000135823
5	ENSG00000136108
5	ENSG00000136122
5	ENSG00000136492
5	ENSG00000136943
5	ENSG00000137449
5	ENSG00000137804
5	ENSG00000137807
5	ENSG00000137812
5	ENSG00000138092
5	ENSG00000138160
5	ENSG00000138180
5	ENSG00000138442
5	ENSG00000138778
5	ENSG00000139618
5	ENSG00000139726
5	ENSG00000139734
5	ENSG00000140525
5	ENSG00000142731
5	ENSG00000142945
5	ENSG00000143228
5	ENSG00000143476
5	ENSG00000143493
5	ENSG00000143621
5	ENSG00000143942
5	ENSG00000144554
5	ENSG00000145386
5	ENSG00000145604
5	ENSG00000145907
5	ENSG00000146410
5	ENSG00000146670
5	ENSG00000146918
5	ENSG00000147140
5	ENSG00000147274
5	ENSG00000147536
5	ENSG00000148773
5	ENSG00000149554
5	ENSG00000151287
5	ENSG00000153044
5	ENSG00000154839
5	ENSG00000154920
5	ENSG00000156970
5	ENSG00000157456
5	ENSG00000159259
5	ENSG00000161800
5	ENSG00000161888
5	ENSG00000162062
5	ENSG00000162063
5	ENSG00000163507
5	ENSG00000163808
5	ENSG00000163923
5	ENSG00000163950
5	ENSG00000164045
5	ENSG00000164109
5	ENSG00000164611
5	ENSG00000165304
5	ENSG00000165480
5	ENSG00000166451
5	ENSG00000166803
5	ENSG00000166851
5	ENSG00000167513
5	ENSG00000167900
5	ENSG00000168078
5	ENSG00000168393
5	ENSG00000168411
5	ENSG00000168496
5	ENSG00000168883
5	ENSG00000169607
5	ENSG00000169679
5	ENSG00000170312
5	ENSG00000171241
5	ENSG00000171320
5	ENSG00000171848
5	ENSG00000173207
5	ENSG00000174442
5	ENSG00000175063
5	ENSG00000175216
5	ENSG00000175305
5	ENSG00000176890
5	ENSG00000177191
5	ENSG00000178999
5	ENSG00000179051
5	ENSG00000179115
5	ENSG00000179632
5	ENSG00000182481
5	ENSG00000182628
5	ENSG00000183763
5	ENSG00000183814
5	ENSG00000183856
5	ENSG00000184661
5	ENSG00000185480
5	ENSG00000186185
5	ENSG00000186871
5	ENSG00000187514
5	ENSG00000187741
5	ENSG00000188486
5	ENSG00000188610
5	ENSG00000189057
5	ENSG00000196419
5	ENSG00000196550
5	ENSG00000196584
5	ENSG00000198331
5	ENSG00000198826
5	ENSG00000198901
5	ENSG00000203760
5	ENSG00000204392
5	ENSG00000213186
5	ENSG00000215784
5	ENSG00000228716
5	ENSG00000237649
5	ENSG00000247077
6	ENSG00000001460
6	ENSG00000003096
6	ENSG00000003989
6	ENSG00000004838
6	ENSG00000004848
6	ENSG00000005100
6	ENSG00000005448
6	ENSG00000006740
6	ENSG00000006837
6	ENSG00000007062
6	ENSG00000007174
6	ENSG00000007237
6	ENSG00000007384
6	ENSG00000007866
6	ENSG00000008083
6	ENSG00000010361
6	ENSG00000010626
6	ENSG00000011143
6	ENSG00000011295
6	ENSG00000011485
6	ENSG00000016402
6	ENSG00000016864
6	ENSG00000021300
6	ENSG00000021645
6	ENSG00000024862
6	ENSG00000025156
6	ENSG00000025772
6	ENSG00000026508
6	ENSG00000032742
6	ENSG00000034239
6	ENSG00000036672
6	ENSG00000037474
6	ENSG00000039139
6	ENSG00000042317
6	ENSG00000043514
6	ENSG00000048342
6	ENSG00000048471
6	ENSG00000048991
6	ENSG00000049319
6	ENSG00000049759
6	ENSG00000049769
6	ENSG00000050327
6	ENSG00000051341
6	ENSG00000054219
6	ENSG00000054282
6	ENSG00000054392
6	ENSG00000054983
6	ENSG00000056998
6	ENSG00000057019
6	ENSG00000058085
6	ENSG00000064199
6	ENSG00000064692
6	ENSG00000064999
6	ENSG00000065357
6	ENSG00000065491
6	ENSG00000065970
6	ENSG00000066084
6	ENSG00000066185
6	ENSG00000066248
6	ENSG00000066629
6	ENSG00000067208
6	ENSG00000067369
6	ENSG00000068650
6	ENSG00000068885
6	ENSG00000068971
6	ENSG00000070444
6	ENSG00000070718
6	ENSG00000070731
6	ENSG00000070761
6	ENSG00000071539
6	ENSG00000072133
6	ENSG00000072422
6	ENSG00000073050
6	ENSG00000073464
6	ENSG00000074621
6	ENSG00000074964
6	ENSG00000075142
6	ENSG00000075240
6	ENSG00000075568
6	ENSG00000075945
6	ENSG00000077327
6	ENSG00000077514
6	ENSG00000077800
6	ENSG00000078246
6	ENSG00000078487
6	ENSG00000078900
6	ENSG00000079156
6	ENSG00000079335
6	ENSG00000080298
6	ENSG00000080572
6	ENSG00000080824
6	ENSG00000081870
6	ENSG00000083290
6	ENSG00000084764
6	ENSG00000085063
6	ENSG00000085433
6	ENSG00000086102
6	ENSG00000086200
6	ENSG00000087053
6	ENSG00000087152
6	ENSG00000087365
6	ENSG00000087510
6	ENSG00000087903
6	ENSG00000088053
6	ENSG00000088320
6	ENSG00000088727
6	ENSG00000088833
6	ENSG00000088970
6	ENSG00000088986
6	ENSG00000089060
6	ENSG00000089091
6	ENSG00000089101
6	ENSG00000089123
6	ENSG00000090273
6	ENSG00000090661
6	ENSG00000090971
6	ENSG00000091181
6	ENSG00000092850
6	ENSG00000095261
6	ENSG00000095319
6	ENSG00000096433
6	ENSG00000096872
6	ENSG00000100012
6	ENSG00000100124
6	ENSG00000100162
6	ENSG00000100211
6	ENSG00000100218
6	ENSG00000100228
6	ENSG00000100271
6	ENSG00000100294
6	ENSG00000100345
6	ENSG00000100418
6	ENSG00000100422
6	ENSG00000100441
6	ENSG00000100462
6	ENSG00000100490
6	ENSG00000100583
6	ENSG00000100591
6	ENSG00000100625
6	ENSG00000100784
6	ENSG00000101052
6	ENSG00000101222
6	ENSG00000101448
6	ENSG00000101928
6	ENSG00000102048
6	ENSG00000102230
6	ENSG00000102349
6	ENSG00000102466
6	ENSG00000102543
6	ENSG00000102738
6	ENSG00000102743
6	ENSG00000102781
6	ENSG00000102886
6	ENSG00000102996
6	ENSG00000103021
6	ENSG00000103042
6	ENSG00000103160
6	ENSG00000103174
6	ENSG00000103194
6	ENSG00000103260
6	ENSG00000103351
6	ENSG00000103494
6	ENSG00000103540
6	ENSG00000103599
6	ENSG00000103647
6	ENSG00000103740
6	ENSG00000103994
6	ENSG00000103995
6	ENSG00000104237
6	ENSG00000104361
6	ENSG00000104427
6	ENSG00000104472
6	ENSG00000104490
6	ENSG00000104549
6	ENSG00000104723
6	ENSG00000105258
6	ENSG00000105278
6	ENSG00000105519
6	ENSG00000105948
6	ENSG00000105982
6	ENSG00000106012
6	ENSG00000106049
6	ENSG00000106052
6	ENSG00000106125
6	ENSG00000106399
6	ENSG00000106459
6	ENSG00000106477
6	ENSG00000106701
6	ENSG00000106992
6	ENSG00000107185
6	ENSG00000107186
6	ENSG00000107249
6	ENSG00000107521
6	ENSG00000107816
6	ENSG00000107957
6	ENSG00000108187
6	ENSG00000108395
6	ENSG00000108406
6	ENSG00000108479
6	ENSG00000108641
6	ENSG00000108733
6	ENSG00000108753
6	ENSG00000108819
6	ENSG00000108946
6	ENSG00000108947
6	ENSG00000109083
6	ENSG00000109171
6	ENSG00000109501
6	ENSG00000109680
6	ENSG00000109685
6	ENSG00000109762
6	ENSG00000109771
6	ENSG00000109944
6	ENSG00000110025
6	ENSG00000110318
6	ENSG00000110841
6	ENSG00000111145
6	ENSG00000111218
6	ENSG00000111254
6	ENSG00000111262
6	ENSG00000111321
6	ENSG00000111325
6	ENSG00000111450
6	ENSG00000111554
6	ENSG00000111647
6	ENSG00000111674
6	ENSG00000111728
6	ENSG00000111834
6	ENSG00000111837
6	ENSG00000111877
6	ENSG00000111879
6	ENSG00000111907
6	ENSG00000111961
6	ENSG00000112183
6	ENSG00000112186
6	ENSG00000112530
6	ENSG00000112539
6	ENSG00000112559
6	ENSG00000112584
6	ENSG00000112667
6	ENSG00000112796
6	ENSG00000112981
6	ENSG00000113141
6	ENSG00000113318
6	ENSG00000113456
6	ENSG00000113583
6	ENSG00000113645
6	ENSG00000113946
6	ENSG00000113966
6	ENSG00000114446
6	ENSG00000114455
6	ENSG00000114473
6	ENSG00000114656
6	ENSG00000114670
6	ENSG00000114805
6	ENSG00000114904
6	ENSG00000115107
6	ENSG00000115145
6	ENSG00000115216
6	ENSG00000115423
6	ENSG00000115425
6	ENSG00000115486
6	ENSG00000115685
6	ENSG00000115750
6	ENSG00000115947
6	ENSG00000115970
6	ENSG00000115998
6	ENSG00000116032
6	ENSG00000116127
6	ENSG00000116128
6	ENSG00000116525
6	ENSG00000116675
6	ENSG00000116793
6	ENSG00000116885
6	ENSG00000116957
6	ENSG00000117016
6	ENSG00000117477
6	ENSG00000117602
6	ENSG00000118096
6	ENSG00000118307
6	ENSG00000118407
6	ENSG00000118418
6	ENSG00000118420
6	ENSG00000118690
6	ENSG00000118965
6	ENSG00000118997
6	ENSG00000119147
6	ENSG00000119328
6	ENSG00000119333
6	ENSG00000119397
6	ENSG00000119401
6	ENSG00000119402
6	ENSG00000119636
6	ENSG00000119640
6	ENSG00000119650
6	ENSG00000119661
6	ENSG00000119685
6	ENSG00000119689
6	ENSG00000119698
6	ENSG00000119703
6	ENSG00000119782
6	ENSG00000120051
6	ENSG00000120055
6	ENSG00000120256
6	ENSG00000120262
6	ENSG00000120279
6	ENSG00000120306
6	ENSG00000120658
6	ENSG00000120685
6	ENSG00000120694
6	ENSG00000121057
6	ENSG00000121413
6	ENSG00000121486
6	ENSG00000121671
6	ENSG00000122376
6	ENSG00000122507
6	ENSG00000122970
6	ENSG00000123607
6	ENSG00000123810
6	ENSG00000123977
6	ENSG00000124074
6	ENSG00000124237
6	ENSG00000124678
6	ENSG00000124749
6	ENSG00000125124
6	ENSG00000125384
6	ENSG00000125409
6	ENSG00000125482
6	ENSG00000125531
6	ENSG00000125733
6	ENSG00000125779
6	ENSG00000125871
6	ENSG00000125968
6	ENSG00000125991
6	ENSG00000126107
6	ENSG00000126391
6	ENSG00000126432
6	ENSG00000126773
6	ENSG00000126777
6	ENSG00000126778
6	ENSG00000126870
6	ENSG00000127399
6	ENSG00000127824
6	ENSG00000127863
6	ENSG00000127914
6	ENSG00000127952
6	ENSG00000128346
6	ENSG00000128408
6	ENSG00000128536
6	ENSG00000128581
6	ENSG00000128607
6	ENSG00000128881
6	ENSG00000128891
6	ENSG00000129007
6	ENSG00000129028
6	ENSG00000129151
6	ENSG00000129295
6	ENSG00000129521
6	ENSG00000129654
6	ENSG00000129951
6	ENSG00000130177
6	ENSG00000130363
6	ENSG00000130413
6	ENSG00000130433
6	ENSG00000130511
6	ENSG00000130560
6	ENSG00000130640
6	ENSG00000130762
6	ENSG00000130770
6	ENSG00000130962
6	ENSG00000131437
6	ENSG00000131470
6	ENSG00000131697
6	ENSG00000131711
6	ENSG00000131828
6	ENSG00000131848
6	ENSG00000131941
6	ENSG00000131969
6	ENSG00000132003
6	ENSG00000132004
6	ENSG00000132010
6	ENSG00000132122
6	ENSG00000132139
6	ENSG00000132259
6	ENSG00000132321
6	ENSG00000132549
6	ENSG00000132554
6	ENSG00000132640
6	ENSG00000132664
6	ENSG00000132768
6	ENSG00000133056
6	ENSG00000133065
6	ENSG00000133104
6	ENSG00000133115
6	ENSG00000133131
6	ENSG00000133216
6	ENSG00000133256
6	ENSG00000133488
6	ENSG00000133627
6	ENSG00000133640
6	ENSG00000133678
6	ENSG00000133739
6	ENSG00000133958
6	ENSG00000134138
6	ENSG00000134247
6	ENSG00000135070
6	ENSG00000135205
6	ENSG00000135245
6	ENSG00000135315
6	ENSG00000135338
6	ENSG00000135406
6	ENSG00000135519
6	ENSG00000135535
6	ENSG00000135537
6	ENSG00000135549
6	ENSG00000135597
6	ENSG00000135931
6	ENSG00000135951
6	ENSG00000135966
6	ENSG00000136044
6	ENSG00000136319
6	ENSG00000136448
6	ENSG00000136449
6	ENSG00000136451
6	ENSG00000136715
6	ENSG00000136811
6	ENSG00000136918
6	ENSG00000137266
6	ENSG00000137274
6	ENSG00000137414
6	ENSG00000137434
6	ENSG00000137473
6	ENSG00000137494
6	ENSG00000137601
6	ENSG00000137691
6	ENSG00000137707
6	ENSG00000137819
6	ENSG00000137821
6	ENSG00000137960
6	ENSG00000138002
6	ENSG00000138036
6	ENSG00000138041
6	ENSG00000138175
6	ENSG00000138400
6	ENSG00000138433
6	ENSG00000138443
6	ENSG00000138587
6	ENSG00000138622
6	ENSG00000138640
6	ENSG00000138670
6	ENSG00000138769
6	ENSG00000138771
6	ENSG00000138823
6	ENSG00000139537
6	ENSG00000139624
6	ENSG00000139714
6	ENSG00000139971
6	ENSG00000139974
6	ENSG00000140025
6	ENSG00000140043
6	ENSG00000140057
6	ENSG00000140284
6	ENSG00000140403
6	ENSG00000140463
6	ENSG00000140481
6	ENSG00000140527
6	ENSG00000140564
6	ENSG00000140600
6	ENSG00000140632
6	ENSG00000140876
6	ENSG00000141012
6	ENSG00000141013
6	ENSG00000141098
6	ENSG00000141294
6	ENSG00000141376
6	ENSG00000141499
6	ENSG00000141510
6	ENSG00000141580
6	ENSG00000141665
6	ENSG00000142621
6	ENSG00000142655
6	ENSG00000142677
6	ENSG00000143093
6	ENSG00000143156
6	ENSG00000143179
6	ENSG00000143222
6	ENSG00000143258
6	ENSG00000143479
6	ENSG00000143499
6	ENSG00000143537
6	ENSG00000143595
6	ENSG00000143633
6	ENSG00000143653
6	ENSG00000143786
6	ENSG00000143933
6	ENSG00000143951
6	ENSG00000144061
6	ENSG00000144233
6	ENSG00000144451
6	ENSG00000144504
6	ENSG00000145075
6	ENSG00000145331
6	ENSG00000145414
6	ENSG00000145491
6	ENSG00000145945
6	ENSG00000145982
6	ENSG00000146038
6	ENSG00000146083
6	ENSG00000146221
6	ENSG00000146233
6	ENSG00000146242
6	ENSG00000146243
6	ENSG00000146376
6	ENSG00000146722
6	ENSG00000146729
6	ENSG00000146733
6	ENSG00000146856
6	ENSG00000147003
6	ENSG00000147117
6	ENSG00000147202
6	ENSG00000147224
6	ENSG00000147231
6	ENSG00000147316
6	ENSG00000147400
6	ENSG00000147457
6	ENSG00000147894
6	ENSG00000148057
6	ENSG00000148219
6	ENSG00000148225
6	ENSG00000148660
6	ENSG00000148814
6	ENSG00000148842
6	ENSG00000149050
6	ENSG00000149179
6	ENSG00000149201
6	ENSG00000149292
6	ENSG00000149300
6	ENSG00000149328
6	ENSG00000149480
6	ENSG00000149573
6	ENSG00000149782
6	ENSG00000150281
6	ENSG00000150433
6	ENSG00000150456
6	ENSG00000150628
6	ENSG00000150667
6	ENSG00000150764
6	ENSG00000150773
6	ENSG00000150873
6	ENSG00000151023
6	ENSG00000151065
6	ENSG00000151320
6	ENSG00000151338
6	ENSG00000151413
6	ENSG00000151445
6	ENSG00000151575
6	ENSG00000151689
6	ENSG00000151773
6	ENSG00000151779
6	ENSG00000152076
6	ENSG00000152464
6	ENSG00000152503
6	ENSG00000152582
6	ENSG00000152611
6	ENSG00000152763
6	ENSG00000152936
6	ENSG00000153132
6	ENSG00000153140
6	ENSG00000153237
6	ENSG00000153347
6	ENSG00000153531
6	ENSG00000153558
6	ENSG00000153560
6	ENSG00000153714
6	ENSG00000153774
6	ENSG00000153789
6	ENSG00000153832
6	ENSG00000153896
6	ENSG00000153904
6	ENSG00000153930
6	ENSG00000154124
6	ENSG00000154153
6	ENSG00000154240
6	ENSG00000154380
6	ENSG00000154479
6	ENSG00000154556
6	ENSG00000154760
6	ENSG00000154917
6	ENSG00000154930
6	ENSG00000155026
6	ENSG00000155085
6	ENSG00000155096
6	ENSG00000155189
6	ENSG00000155530
6	ENSG00000155666
6	ENSG00000155749
6	ENSG00000155761
6	ENSG00000155816
6	ENSG00000155974
6	ENSG00000156030
6	ENSG00000156049
6	ENSG00000156050
6	ENSG00000156171
6	ENSG00000156172
6	ENSG00000156206
6	ENSG00000156232
6	ENSG00000156299
6	ENSG00000156313
6	ENSG00000156463
6	ENSG00000156958
6	ENSG00000157227
6	ENSG00000157330
6	ENSG00000157423
6	ENSG00000157429
6	ENSG00000157470
6	ENSG00000157538
6	ENSG00000157578
6	ENSG00000157653
6	ENSG00000157796
6	ENSG00000157856
6	ENSG00000157869
6	ENSG00000158023
6	ENSG00000158113
6	ENSG00000158122
6	ENSG00000158234
6	ENSG00000158296
6	ENSG00000158423
6	ENSG00000158428
6	ENSG00000158445
6	ENSG00000158486
6	ENSG00000158669
6	ENSG00000158850
6	ENSG00000159079
6	ENSG00000159239
6	ENSG00000159685
6	ENSG00000159713
6	ENSG00000159714
6	ENSG00000160051
6	ENSG00000160145
6	ENSG00000160183
6	ENSG00000160188
6	ENSG00000160345
6	ENSG00000160613
6	ENSG00000160753
6	ENSG00000160803
6	ENSG00000160949
6	ENSG00000160991
6	ENSG00000161036
6	ENSG00000161040
6	ENSG00000161326
6	ENSG00000161328
6	ENSG00000161513
6	ENSG00000161905
6	ENSG00000162040
6	ENSG00000162105
6	ENSG00000162148
6	ENSG00000162302
6	ENSG00000162543
6	ENSG00000162598
6	ENSG00000162600
6	ENSG00000162616
6	ENSG00000162620
6	ENSG00000162643
6	ENSG00000162755
6	ENSG00000162769
6	ENSG00000162814
6	ENSG00000162999
6	ENSG00000163001
6	ENSG00000163006
6	ENSG00000163040
6	ENSG00000163060
6	ENSG00000163071
6	ENSG00000163075
6	ENSG00000163083
6	ENSG00000163093
6	ENSG00000163125
6	ENSG00000163138
6	ENSG00000163214
6	ENSG00000163251
6	ENSG00000163263
6	ENSG00000163322
6	ENSG00000163349
6	ENSG00000163491
6	ENSG00000163512
6	ENSG00000163521
6	ENSG00000163576
6	ENSG00000163596
6	ENSG00000163617
6	ENSG00000163624
6	ENSG00000163655
6	ENSG00000163686
6	ENSG00000163818
6	ENSG00000163875
6	ENSG00000163879
6	ENSG00000164002
6	ENSG00000164099
6	ENSG00000164114
6	ENSG00000164118
6	ENSG00000164185
6	ENSG00000164306
6	ENSG00000164402
6	ENSG00000164404
6	ENSG00000164411
6	ENSG00000164440
6	ENSG00000164465
6	ENSG00000164542
6	ENSG00000164627
6	ENSG00000164674
6	ENSG00000164675
6	ENSG00000164746
6	ENSG00000164758
6	ENSG00000164818
6	ENSG00000164938
6	ENSG00000164953
6	ENSG00000164970
6	ENSG00000164972
6	ENSG00000165029
6	ENSG00000165084
6	ENSG00000165097
6	ENSG00000165118
6	ENSG00000165124
6	ENSG00000165164
6	ENSG00000165185
6	ENSG00000165209
6	ENSG00000165219
6	ENSG00000165309
6	ENSG00000165383
6	ENSG00000165506
6	ENSG00000165533
6	ENSG00000165695
6	ENSG00000165698
6	ENSG00000165724
6	ENSG00000165730
6	ENSG00000165807
6	ENSG00000166165
6	ENSG00000166171
6	ENSG00000166173
6	ENSG00000166246
6	ENSG00000166262
6	ENSG00000166263
6	ENSG00000166275
6	ENSG00000166311
6	ENSG00000166313
6	ENSG00000166323
6	ENSG00000166352
6	ENSG00000166402
6	ENSG00000166435
6	ENSG00000166455
6	ENSG00000166526
6	ENSG00000166578
6	ENSG00000166592
6	ENSG00000166596
6	ENSG00000166946
6	ENSG00000166959
6	ENSG00000166963
6	ENSG00000167065
6	ENSG00000167094
6	ENSG00000167113
6	ENSG00000167131
6	ENSG00000167136
6	ENSG00000167186
6	ENSG00000167216
6	ENSG00000167523
6	ENSG00000167550
6	ENSG00000167552
6	ENSG00000167646
6	ENSG00000167733
6	ENSG00000167740
6	ENSG00000167858
6	ENSG00000167904
6	ENSG00000167962
6	ENSG00000168014
6	ENSG00000168038
6	ENSG00000168314
6	ENSG00000168350
6	ENSG00000168487
6	ENSG00000168575
6	ENSG00000168589
6	ENSG00000168658
6	ENSG00000168675
6	ENSG00000168734
6	ENSG00000168754
6	ENSG00000168772
6	ENSG00000168778
6	ENSG00000168884
6	ENSG00000168938
6	ENSG00000169064
6	ENSG00000169126
6	ENSG00000169189
6	ENSG00000169213
6	ENSG00000169379
6	ENSG00000169550
