"Gene"	"log2FC"	"FDR"
"379"	"PRMT8"	-1.67788157453037	9.53508860706351e-21
"380"	"MTO1"	-2.05741144934966	9.82654841476634e-21
"381"	"LOC150776"	-1.56754641877577	9.97341868626389e-21
"382"	"RNF126P1"	1.97035206123408	1.02595500841002e-20
"383"	"ACTR3"	-2.52128491924191	1.02918694277749e-20
"384"	"ESRP2"	1.04229360085135	1.03324370482925e-20
"385"	"ME2"	-1.63936292057823	1.03324370482925e-20
"386"	"ZDHHC11"	-2.90243597594844	1.03773233665621e-20
"387"	"ATP5B"	-1.31316659499573	1.04059286112459e-20
"388"	"SSNA1"	-1.43483599389317	1.10249542089561e-20
"389"	"ACOX2"	1.17083805113806	1.11939804580408e-20
"390"	"MRPL53"	-1.63598684890938	1.12244389021099e-20
"391"	"PRPF40A"	-1.82251068627183	1.12665749406048e-20
"392"	"C12orf56"	-2.96029284512238	1.12665749406048e-20
"393"	"KIR2DL4"	-1.40268143960293	1.13536742642339e-20
"394"	"C10orf91"	-2.81516521225996	1.1367555883895e-20
"395"	"LIMS3-LOC440895"	1.26752131093193	1.35018216470241e-20
"396"	"EHBP1"	-2.0949310579105	1.3501874890139e-20
"397"	"SP1"	-2.44568550145271	1.39719724063813e-20
"398"	"TPRG1"	-2.3465039223557	1.39719724063813e-20
"399"	"CREB3L3"	-1.31085251988545	1.422983953877e-20
"400"	"DUSP1"	2.2369967105594	1.422983953877e-20
"401"	"SLC2A14"	2.24117114255119	1.54586032284034e-20
"402"	"DEXI"	1.40464854739603	1.54959820621079e-20
"403"	"A2ML1"	-1.82982687281771	1.68236248122403e-20
"404"	"TMEM14A"	-1.05363011785009	1.74472788022458e-20
"405"	"SCN1B"	1.76498582891757	1.75316409054956e-20
"406"	"MRPS18A"	-1.47513480811279	1.82209897578492e-20
"407"	"ZNF578"	2.87229162122362	1.90084241428255e-20
"408"	"C14orf73"	1.34100752960865	1.93741646143647e-20
"409"	"DSC2"	-2.40859800409891	2.01377114379416e-20
"410"	"TRIM8"	3.27106015802145	2.06797942955734e-20
"411"	"OVCH2"	-1.57658979509572	2.09065290806259e-20
"412"	"ADA"	-2.13345549588132	2.12070665406097e-20
"413"	"MIA3"	-1.90899569823017	2.18590073685865e-20
"414"	"MRPL24"	-1.37136653445035	2.36856633854523e-20
"415"	"TANC2"	1.93075898526649	2.4523362039059e-20
"416"	"MXD3"	-1.24794132723483	2.50387773018909e-20
"417"	"SIPA1L3"	-2.79578137045092	2.50557337078905e-20
"418"	"BTG3"	-3.14423792071608	2.50969012610684e-20
"419"	"PNPLA1"	-1.40454512372751	2.51466899106707e-20
"420"	"BGLAP"	-1.96260555999898	2.527306102416e-20
"421"	"USP5"	-1.18480996522035	2.53089259956679e-20
"422"	"TXNDC11"	1.26060922621895	2.53725426023908e-20
"423"	"HTT"	1.89996382678562	2.54887645696252e-20
"424"	"C19orf18"	-2.43633307070616	2.56471803001307e-20
"425"	"MTHFR"	2.49480769772901	2.59162327677905e-20
"426"	"TSNARE1"	-1.91334490434898	2.59754673374801e-20
"427"	"HTATIP2"	-2.52582761377816	2.64613711493604e-20
"428"	"MAN1C1"	1.52625388097689	2.74980553134575e-20
"429"	"HTR1B"	1.72671057121228	2.76605875084724e-20
"430"	"PGM2"	-2.82153526946137	2.79787404779234e-20
"431"	"PSMG3"	-2.34921423274466	2.79787404779234e-20
"432"	"C2orf40"	2.36607591035014	2.94255959183325e-20
"433"	"ABCA13"	-2.56187025650429	2.96965683196124e-20
"434"	"TGM1"	-1.93748941824106	2.99139273205444e-20
"435"	"SNORA81"	-1.80616485180675	2.99937789527443e-20
"436"	"HOXA5"	3.07025791328967	3.01180855198495e-20
"437"	"MTIF2"	-1.74382955402946	3.05096664374429e-20
"438"	"TOMM20"	-1.40951707394945	3.12616697101118e-20
"439"	"MYO18A"	1.95298514351378	3.15342935363205e-20
