"ID"	"Gene.symbol"	"logFC"	"adj.P.Val"
"3924"	"201533_at"	"CTNNB1"	-0.191561109574982	0.0105777946921939
"3925"	"203081_at"	"CTNNBIP1"	-0.246371955925506	0.00157670576810366
"3926"	"221021_s_at"	"CTNNBL1"	-0.0111169181723678	0.880855543287673
"3927"	"209618_at"	"CTNND2"	0.177532343127064	0.430483037790446
"3928"	"36566_at"	"CTNS"	0.182886903187308	0.000123803171688197
"3929"	"202613_at"	"CTPS1"	0.0209050394332095	0.852173695551902
"3930"	"222819_at"	"CTPS2"	-0.15467791649403	1.08228399571315e-05
"3931"	"202060_at"	"CTR9"	-0.00968504639708101	0.884123875949928
"3932"	"214411_x_at"	"CTRB2"	0.158710776451483	0.574260495535043
"3933"	"205971_s_at"	"CTRB2///CTRB1"	0.320539815011482	0.203838870133634
"3934"	"206297_at"	"CTRC"	0.327758182911518	0.0111879047859328
"3935"	"214377_s_at"	"CTRL"	0.222481531897942	0.0658307377537955
"3936"	"200661_at"	"CTSA"	-0.0277590682634088	0.711850348345186
"3937"	"213275_x_at"	"CTSB"	0.109871663316579	0.146887112776368
"3938"	"201487_at"	"CTSC"	0.358282679542775	1.07722375146755e-08
"3939"	"200766_at"	"CTSD"	0.283031682071298	0.0011236169452924
"3940"	"205927_s_at"	"CTSE"	0.0140683136469448	0.95823392222619
"3941"	"203657_s_at"	"CTSF"	-0.0348389277431149	0.723647024718246
"3942"	"205653_at"	"CTSG"	0.106950780360391	0.662892847214464
"3943"	"202295_s_at"	"CTSH"	-0.103572761651726	0.165924174991913
"3944"	"202450_s_at"	"CTSK"	-0.0635410544631183	0.513650935325316
"3945"	"202087_s_at"	"CTSL"	-0.17049486712636	0.0293700753552719
"3946"	"1563445_x_at"	"CTSLP8"	0.18414551440493	0.197666228763979
"3947"	"203758_at"	"CTSO"	-0.124890348004859	0.0135834115180058
"3948"	"202902_s_at"	"CTSS"	0.119056965169543	0.0497069748029408
"3949"	"210074_at"	"CTSV"	-0.16689010656189	0.0384989128601173
"3950"	"214450_at"	"CTSW"	-0.0974935950470988	0.75955453027496
"3951"	"212562_s_at"	"CTSZ"	0.274424574461317	0.205946402619722
"3952"	"201059_at"	"CTTN"	-0.108541827066709	0.0232231971342674
"3953"	"232136_s_at"	"CTTNBP2"	0.382122606588694	0.00414655483579355
"3954"	"239525_at"	"CTTNBP2NL"	-0.0610157161812515	0.664595182474318
"3955"	"1561501_s_at"	"CTU2"	0.250332943834077	0.41041836751148
"3956"	"228126_x_at"	"CTXN1"	0.437471578668648	0.00966501849580733
"3957"	"232672_x_at"	"CTXN2///SLC24A5"	-0.0353873099559383	0.925065335502219
"3958"	"231391_at"	"CTXN3"	-0.30327015728446	0.260989192243886
"3959"	"206775_at"	"CUBN"	0.225948562280307	0.0523382749190627
"3960"	"227667_at"	"CUEDC1"	-0.0829341909143135	0.323667184693656
"3961"	"218097_s_at"	"CUEDC2"	-0.153080563654521	0.000658056994465152
"3962"	"207614_s_at"	"CUL1"	-0.0629641282539151	0.188752878945849
"3963"	"203079_s_at"	"CUL2"	-0.11757354504079	0.0254287300288888
"3964"	"201370_s_at"	"CUL3"	-0.0744664610688162	0.148617920957772
"3965"	"201424_s_at"	"CUL4A"	-0.0948520535607233	0.252164619400591
"3966"	"202213_s_at"	"CUL4B"	0.123512364496277	0.105517662954731
"3967"	"230393_at"	"CUL5"	-0.139608033453495	0.0603830208540555
"3968"	"36084_at"	"CUL7"	0.126925823289524	0.0474366946295486
"3969"	"236392_at"	"CUL9"	0.252538888035645	0.0485022200009233
"3970"	"221488_s_at"	"CUTA"	-0.0221199033407	0.728393167429921
"3971"	"218970_s_at"	"CUTC"	0.000358183394210343	0.995975373729204
"3972"	"214743_at"	"CUX1"	-0.19971513747323	0.000163253399037961
"3973"	"213920_at"	"CUX2"	0.406192007417203	0.0526758661308322
"3974"	"220275_at"	"CUZD1"	0.144303978336274	0.394831543865122
"3975"	"223067_at"	"CWC15"	0.00385697296796828	0.958013729364965
"3976"	"226588_at"	"CWC22"	-0.0548492577016813	0.483388942519319
"3977"	"218655_s_at"	"CWC25"	0.089841553489423	0.0878235416632434
"3978"	"1555495_a_at"	"CWC27"	-0.044199083352769	0.49484197628606
"3979"	"218787_x_at"	"CWF19L1"	0.134440291388152	0.138119274478458
"3980"	"228916_at"	"CWF19L2"	-0.230596109567335	1.73719294393665e-05
"3981"	"220724_at"	"CWH43"	-0.0742268893899745	0.728996263521479
"3982"	"823_at"	"CX3CL1"	-1.10114502861203	6.80952297266442e-27
"3983"	"205898_at"	"CX3CR1"	-0.497947321210208	0.000314890864682125
"3984"	"203917_at"	"CXADR"	-0.228961875827414	2.13949818778171e-08
"3985"	"204470_at"	"CXCL1"	-0.184872854552596	0.144107544417699
"3986"	"204533_at"	"CXCL10"	-0.207343673110405	0.378246488227777
"3987"	"211122_s_at"	"CXCL11"	-0.424795365922388	0.240003818434831
"3988"	"209687_at"	"CXCL12"	-0.581411607064072	0.0530604796140284
"3989"	"205242_at"	"CXCL13"	-0.0225917608286212	0.96144388642709
"3990"	"222484_s_at"	"CXCL14"	1.29942666220575	0.000174858874431638
"3991"	"223454_at"	"CXCL16"	-0.245299062457169	0.00451713672065776
"3992"	"226960_at"	"CXCL17"	0.377250957516782	2.79850310743744e-08
"3993"	"209774_x_at"	"CXCL2"	-0.494263816117329	0.011117063368124
"3994"	"207850_at"	"CXCL3"	-0.571873692424385	0.000729209817718172
"3995"	"214974_x_at"	"CXCL5"	-0.750053869913697	0.00338486054752853
"3996"	"206336_at"	"CXCL6"	-0.414914296545994	7.95683710355298e-05
"3997"	"202859_x_at"	"CXCL8"	0.266934037027758	0.100397806488823
"3998"	"203915_at"	"CXCL9"	-0.131597258604502	0.578790742457698
"3999"	"207094_at"	"CXCR1"	-0.266422175155441	0.345832722287163
"4000"	"207008_at"	"CXCR2"	-0.10092240915269	0.705602394044444
"4001"	"217119_s_at"	"CXCR3"	0.356376150970321	0.10423283644415
"4002"	"217028_at"	"CXCR4"	-0.447735989005963	0.00783655320018556
"4003"	"206126_at"	"CXCR5"	0.298184708193864	0.252253099726194
"4004"	"211469_s_at"	"CXCR6"	0.394445331502259	0.0723602851664503
"4005"	"218058_at"	"CXXC1"	-0.0801401259717966	0.335309078583369
"4006"	"1564367_at"	"CXXC1P1"	0.341424025707948	0.217970784046598
"4007"	"229774_at"	"CXXC4"	0.0837842921221021	0.196817346566598
"4008"	"233955_x_at"	"CXXC5"	-0.0680354947938806	0.227924603691766
"4009"	"220252_x_at"	"CXorf21"	0.0153201359713737	0.948719255311501
"4010"	"232087_at"	"CXorf23"	-0.00866443716320475	0.919403739431367
"4011"	"219652_s_at"	"CXorf36"	0.104430770794718	0.471624635060056
"4012"	"228700_at"	"CXorf38"	-0.257919559883728	7.10642605405817e-06
"4013"	"213315_x_at"	"CXorf40A"	0.0238501486699523	0.732514577092855
"4014"	"212961_x_at"	"CXorf40B"	0.025669973864801	0.663978284605524
"4015"	"228809_at"	"CXorf40B///CXorf40A"	-0.0525583632451916	0.446628416417776
"4016"	"231159_at"	"CXorf51B///CXorf51A"	0.266927291250589	0.27787803179224
"4017"	"235442_at"	"CXorf56"	-0.124872676929571	0.746875087674513
"4018"	"219355_at"	"CXorf57"	-0.211988873452711	0.000384567647000255
"4019"	"1553391_at"	"CXorf58"	0.128548253774176	0.151184058120015
"4020"	"231377_at"	"CXorf65"	-0.152789652269472	0.528454211195427
"4021"	"1555396_s_at"	"CXorf67"	0.179024797953149	0.369905713001388
"4022"	"216846_at"	"CYAT1"	0.317283653040531	0.0148550111937064
"4023"	"1565495_at"	"CYAT1///IGLV1-44///IGLC1"	0.511887046091577	0.0450859537857633
"4024"	"209163_at"	"CYB561"	0.144819775338489	0.000511869719411424
"4025"	"224735_at"	"CYB561A3"	0.406351688859948	2.85776713607956e-11
"4026"	"227981_at"	"CYB561D1"	0.0281834726308112	0.745604728941291
"4027"	"209665_at"	"CYB561D2"	0.185102685057062	0.000120746602213435
"4028"	"215726_s_at"	"CYB5A"	-0.12878885142019	0.0313138306701768
"4029"	"201633_s_at"	"CYB5B"	0.18083067563574	0.0150296544940227
"4030"	"1552711_a_at"	"CYB5D1"	-0.148501924889754	0.0011236169452924
"4031"	"225804_at"	"CYB5D2"	0.0797745693669754	0.179461382736682
"4032"	"202263_at"	"CYB5R1"	-0.0881572553666015	0.185798961151156
"4033"	"220230_s_at"	"CYB5R2"	0.226201859593903	0.030315844362704
"4034"	"1554574_a_at"	"CYB5R3"	0.335977368298188	0.0033500675851146
"4035"	"219079_at"	"CYB5R4"	0.18782827099604	0.000424153658668204
"4036"	"229605_at"	"CYB5RL"	-0.548950224889433	0.00158444814555102
"4037"	"203028_s_at"	"CYBA"	-0.149812175108554	0.0671237999885276
"4038"	"203922_s_at"	"CYBB"	0.447789581327936	0.0115677585672917
"4039"	"222453_at"	"CYBRD1"	-0.511174696013454	2.60916225955253e-05
"4040"	"201066_at"	"CYC1"	-0.177078711021466	0.0206180988313519
"4041"	"208905_at"	"CYCS"	0.108613002684981	0.00915641647072723
"4042"	"208923_at"	"CYFIP1"	-0.060729667623816	0.273101866986245
"4043"	"215785_s_at"	"CYFIP2"	-0.223516157517219	0.0162270675920636
"4044"	"1553572_a_at"	"CYGB"	0.802160250427349	0.00773070942849342
"4045"	"223421_at"	"CYHR1"	0.171336860114334	0.00138219921488345
"4046"	"216779_at"	"CYLC1"	0.309424559391168	0.233774210538014
"4047"	"207780_at"	"CYLC2"	0.182903766091704	0.555944110681588
"4048"	"221905_at"	"CYLD"	-0.210472749720308	0.00115725047555785
"4049"	"242902_at"	"CYMP"	0.0118424902685774	0.974778339260837
"4050"	"204309_at"	"CYP11A1"	-0.059811996762515	0.872995243306296
"4051"	"1552493_s_at"	"CYP11B1"	0.436244013728596	0.0139596611323091
"4052"	"214630_at"	"CYP11B2"	0.280907841345754	0.093676354036428
"4053"	"1562573_at"	"CYP17A1"	-0.224468574277827	0.491656789386249
"4054"	"203475_at"	"CYP19A1"	0.398723010684211	0.119106378097969
"4055"	"205749_at"	"CYP1A1"	3.47764122801079	4.63288545651881e-07
"4056"	"207608_x_at"	"CYP1A2"	0.221284043179729	0.0546080749057475
"4057"	"202436_s_at"	"CYP1B1"	4.95179337861782	5.83638973873906e-19
"4058"	"1553829_at"	"CYP1B1-AS1"	1.15983936849521	7.2807903018884e-07
"4059"	"219565_at"	"CYP20A1"	0.0973393361243549	0.114591725566574
"4060"	"214622_at"	"CYP21A1P///CYP21A2"	-0.0830429791768781	0.759169349911067
"4061"	"206504_at"	"CYP24A1"	0.374136612521053	0.0217315206392103
"4062"	"206424_at"	"CYP26A1"	0.863315113905095	2.44193710096118e-05
"4063"	"219825_at"	"CYP26B1"	-0.0725762856358725	0.770289681323884
"4064"	"203979_at"	"CYP27A1"	-0.414664489690276	1.39060070036305e-06
"4065"	"205676_at"	"CYP27B1"	0.379947289803491	0.0491918526171405
"4066"	"1568868_at"	"CYP27C1"	-0.259811369060698	0.294987741050035
"4067"	"208327_at"	"CYP2A13"	-0.570227634162404	1.34506448932189e-05
"4068"	"207244_x_at"	"CYP2A6"	-0.526138224153025	4.46639789742508e-09
"4069"	"207718_x_at"	"CYP2A7"	-0.352477901270254	2.12559665261917e-05
"4070"	"216334_s_at"	"CYP2A7P1"	0.0200028113476884	0.958272466600409
"4071"	"206755_at"	"CYP2B6"	-0.276108050814921	0.282830907565361
"4072"	"210272_at"	"CYP2B7P"	-0.173522471047789	0.254637492834126
"4073"	"206754_s_at"	"CYP2B7P///CYP2B6"	-0.122004308385527	0.336907549613918
"4074"	"208126_s_at"	"CYP2C18"	0.251212476521792	0.0161545909374581
"4075"	"216058_s_at"	"CYP2C19"	0.3157363236639	0.149619113949376
"4076"	"219903_s_at"	"CYP2C8"	0.223876223494692	0.334803991557824
"4077"	"216025_x_at"	"CYP2C9"	0.32376645442104	0.0013647252134002
"4078"	"217468_at"	"CYP2D6"	0.371413411579591	0.114467964406173
"4079"	"209975_at"	"CYP2E1"	-0.480367494407401	6.8320142952418e-05
"4080"	"207913_at"	"CYP2F1"	-0.38717064443558	0.00122649611236906
"4081"	"205073_at"	"CYP2J2"	-0.101358892056039	0.06385119952308
"4082"	"227109_at"	"CYP2R1"	0.191840986247808	0.00418207583541583
"4083"	"223385_at"	"CYP2S1"	0.227847475329932	0.0330823124184312
"4084"	"226393_at"	"CYP2U1"	0.0855931437160784	0.192126030800544
"4085"	"220562_at"	"CYP2W1"	-0.262729671592773	0.0956346557036289
"4086"	"1553977_a_at"	"CYP39A1"	0.368879102658656	6.73663156390261e-12
"4087"	"205999_x_at"	"CYP3A4"	0.268351526208993	0.334277604554309
"4088"	"207773_x_at"	"CYP3A43"	-0.320485050166461	0.286762486392651
"4089"	"205765_at"	"CYP3A5"	0.377773387182311	0.0327848613957851
"4090"	"211843_x_at"	"CYP3A7-CYP3A51P"	0.216154593520079	0.476674857469567
"4091"	"243609_at"	"CYP3A7-CYP3A51P///CYP3A7"	-0.182946060880686	0.530186980711255
"4092"	"220331_at"	"CYP46A1"	-0.213849581340994	0.0997704488434233
"4093"	"207407_x_at"	"CYP4A11"	0.114199694535205	0.697774723222175
"4094"	"1554931_at"	"CYP4A22///CYP4A11"	-0.0802408947506645	0.823938058970859
"4095"	"210096_at"	"CYP4B1"	-0.208176725583465	0.00889346228065169
"4096"	"206153_at"	"CYP4F11"	1.8552685081023	2.95462033914359e-15
"4097"	"206539_s_at"	"CYP4F12"	0.307483163302635	0.00338644898988936
"4098"	"210452_x_at"	"CYP4F2"	1.3157369301262	1.10532836859584e-08
"4099"	"206514_s_at"	"CYP4F2///CYP4F3"	1.23217473067284	2.6293815931332e-07
"4100"	"244692_at"	"CYP4F22"	0.263975159076697	0.339915073696657
"4101"	"206515_at"	"CYP4F3"	1.33227992341951	1.50657559244889e-11
"4102"	"224278_at"	"CYP4F30P"	-0.777934372927444	0.000191711887897481
"4103"	"241895_at"	"CYP4F62P"	-0.358906516470708	0.0992930974670282
"4104"	"210576_at"	"CYP4F8"	0.175261872938257	0.584922268746254
"4105"	"235719_at"	"CYP4V2"	0.298421555029189	0.0653343721462226
"4106"	"227702_at"	"CYP4X1"	-0.816015321025136	4.08113071580781e-25
"4107"	"237395_at"	"CYP4Z1"	-0.496234999172017	5.67404471837922e-11
"4108"	"1553434_at"	"CYP4Z2P"	0.312122610431299	0.298357011356874
"4109"	"233942_at"	"CYP51A1-AS1"	-0.0118640694424146	0.97657558298059
"4110"	"207406_at"	"CYP7A1"	0.136403275923048	0.705774511425574
"4111"	"235438_at"	"CYP7B1"	-0.279832060901838	0.0186661453431742
"4112"	"232494_at"	"CYP8B1"	0.0648140897342584	0.817762869038894
"4113"	"210764_s_at"	"CYR61"	-0.0689756943484383	0.790977417766461
"4114"	"228739_at"	"CYS1"	-0.599901380882301	0.00327221991180406
"4115"	"230866_at"	"CYSLTR1"	-0.100887164000302	0.702659217579893
"4116"	"220813_at"	"CYSLTR2"	0.0788146185319345	0.80789227648628
"4117"	"1569144_a_at"	"CYSRT1"	0.624306469496828	1.62293695432754e-09
"4118"	"224707_at"	"CYSTM1"	0.195828322420178	1.81709917700168e-05
"4119"	"202879_s_at"	"CYTH1"	0.314515202719636	0.116637915201406
"4120"	"209158_s_at"	"CYTH2"	-0.0731804345940521	0.27530443023592
"4121"	"225147_at"	"CYTH3"	-0.0610024438908905	0.347264571521723
"4122"	"211521_s_at"	"CYTH4"	0.259681933691943	0.221994262465834
"4123"	"209606_at"	"CYTIP"	0.129526403868565	0.415053663593142
"4124"	"219837_s_at"	"CYTL1"	-0.0652750436283425	0.826878206142933
"4125"	"235044_at"	"CYYR1"	-0.0731004471122918	0.865108225010442
"4126"	"1559471_s_at"	"D21S2088E"	0.200921440769998	0.16598829273867
"4127"	"1563362_at"	"D21S2090E"	0.139052955731063	0.519956521437744
"4128"	"228738_at"	"D2HGDH"	-0.612885610975848	2.52482349007726e-09
"4129"	"216060_s_at"	"DAAM1"	0.169573575931308	0.00100124773504964
"4130"	"212793_at"	"DAAM2"	0.235069717639446	0.296083959583285
"4131"	"228329_at"	"DAB1"	0.314086430799312	0.047782062490122
"4132"	"1569259_at"	"DAB1-AS1"	-0.0988144266253244	0.810715497586336
"4133"	"232898_at"	"DAB2"	0.41198526501195	0.152618461875519
"4134"	"228942_s_at"	"DAB2IP"	0.473773184506997	0.0605707433127702
"4135"	"228915_at"	"DACH1"	-0.279703105211374	0.202912913687129
"4136"	"239738_at"	"DACH2"	0.0517556316952446	0.868820520294432
"4137"	"219179_at"	"DACT1"	0.269292345106958	0.348526234258385
"4138"	"1569648_at"	"DACT2"	-0.297588310340108	0.15779038959428
"4139"	"228228_at"	"DACT3"	0.299494909689084	0.0173778673853303
"4140"	"1561532_at"	"DACT3-AS1"	0.377562743400013	0.0807604634612277
"4141"	"200046_at"	"DAD1"	0.0219501408449059	0.810346087052247
"4142"	"212128_s_at"	"DAG1"	0.182505175195978	0.0262721205473531
"4143"	"214128_at"	"DAGLA"	-0.0670997243280684	0.80261450330498
"4144"	"225832_s_at"	"DAGLB"	0.15388954556659	0.0460563244616728
"4145"	"218808_at"	"DALRD3"	-0.134214104281085	0.0409556132470739
"4146"	"224870_at"	"DANCR"	0.131254311368862	0.0423348698918311
"4147"	"1562772_a_at"	"DAND5"	-0.10670423260585	0.671209875982219
"4148"	"233551_at"	"DANT2"	-0.062154761698443	0.83012580003817
"4149"	"206878_at"	"DAO"	0.194142660635155	0.161693378762717
"4150"	"1555662_s_at"	"DAOA"	0.349983087528114	0.196233916074545
"4151"	"1553024_at"	"DAOA-AS1"	-0.220237267828453	0.506530063307631
"4152"	"201095_at"	"DAP"	0.0340773927154014	0.694804895586735
"4153"	"232516_x_at"	"DAP3"	0.0541374283979348	0.648705092044443
"4154"	"203139_at"	"DAPK1"	-0.736596736961987	2.9046080157133e-10
"4155"	"239162_at"	"DAPK1-IT1"	-0.474924667260947	0.000907785040793166
"4156"	"215184_at"	"DAPK2"	0.0943394286745161	0.619395522167047
"4157"	"228681_x_at"	"DAPK3"	0.124297689251434	0.393669788772339
"4158"	"229290_at"	"DAPL1"	-0.161891847245438	0.632264156597076
"4159"	"222859_s_at"	"DAPP1"	0.175439550643508	0.00177092354333744
"4160"	"201623_s_at"	"DARS"	0.100630124757185	0.0265360284949438
"4161"	"243355_at"	"DARS-AS1"	0.190796815657076	0.498227342931251
"4162"	"218365_s_at"	"DARS2"	0.218204525870688	0.000303098313827685
"4163"	"242162_at"	"DAW1"	0.0871380091261873	0.357521618294114
"4164"	"201763_s_at"	"DAXX"	0.063846545018146	0.395803457196622
"4165"	"216351_x_at"	"DAZ4///DAZ2///DAZ3///DAZ1"	0.84687055107164	0.000698312782756081
"4166"	"229813_x_at"	"DAZAP1"	-0.223925914057109	0.000240236124628126
"4167"	"212595_s_at"	"DAZAP2"	0.237848198968235	0.0432582980699157
"4168"	"206588_at"	"DAZL"	0.194990122352443	0.550554789496039
"4169"	"204244_s_at"	"DBF4"	-0.0830214978882768	0.329998060940364
"4170"	"206661_at"	"DBF4B"	-0.130163895838749	0.492068984034703
"4171"	"234916_at"	"DBH"	0.281980808112077	0.140769188794944
"4172"	"230488_s_at"	"DBH-AS1"	0.245454971670368	0.120641250529963
"4173"	"209389_x_at"	"DBI"	-0.086256202148677	0.103571026865323
"4174"	"223783_s_at"	"DBIL5P"	-0.0705455125027816	0.827171265533158
"4175"	"224258_at"	"DBIL5P2"	0.0698583227347136	0.721002514981385
"4176"	"202806_at"	"DBN1"	-0.308194720837911	0.0253936916626477
"4177"	"222234_s_at"	"DBNDD1"	0.0395680179842035	0.882778687193929
"4178"	"209783_at"	"DBP"	0.294569698261645	0.0949316229439503
"4179"	"234295_at"	"DBR1"	-0.0869137253136216	0.210319347210968
"4180"	"231919_at"	"DBT"	-0.198337254418639	0.000297788936360812
"4181"	"204376_at"	"DCAF1"	-0.375965070534541	0.00173040476264442
"4182"	"230679_at"	"DCAF10"	-0.228449839715134	0.018292145428278
"4183"	"216389_s_at"	"DCAF11"	0.266595808560931	0.00043311949612561
"4184"	"224789_at"	"DCAF12"	-0.0326474697159593	0.645736038838428
"4185"	"238205_at"	"DCAF12L1"	0.115342996420907	0.729577017797337
"4186"	"239330_at"	"DCAF12L2"	0.0609947904704571	0.848640174899429
"4187"	"231784_s_at"	"DCAF13"	0.153422490803521	0.00251963295297177
"4188"	"221851_at"	"DCAF15"	0.232096370988796	0.265002239777672
"4189"	"219717_at"	"DCAF16"	0.210703460811615	0.00886406496982865
"4190"	"220172_at"	"DCAF17"	0.0209483737410245	0.859195374704104
"4191"	"226938_at"	"DCAF4"	-0.115486601236744	0.152796020084317
"4192"	"1562209_at"	"DCAF4L1"	0.16373727588644	0.462915305330214
"4193"	"1553199_at"	"DCAF4L2"	0.32981868818115	0.212682013624681
"4194"	"227251_at"	"DCAF5"	-0.138801421384358	0.000947736024124242
"4195"	"241209_at"	"DCAF6"	0.264126139092628	0.439381435887224
"4196"	"224730_at"	"DCAF7"	0.195449130821693	0.0124365152829104
"4197"	"216885_s_at"	"DCAF8"	0.137324799061842	0.0447311813177161
"4198"	"221224_s_at"	"DCAKD"	0.374906050251143	0.00572934700251396
"4199"	"1553768_a_at"	"DCBLD1"	0.310793339573114	0.00965509030167917
"4200"	"230175_s_at"	"DCBLD2"	-0.354791945023583	0.00105541328528103
"4201"	"206939_at"	"DCC"	0.20245751215589	0.46678542411987
"4202"	"1553946_at"	"DCD"	0.360984668583483	0.0356833919745782
"4203"	"222925_at"	"DCDC2"	-0.214318769948468	0.000244799671524414
"4204"	"233918_at"	"DCDC2B"	-0.148774179010587	0.0304206049970934
"4205"	"232603_at"	"DCDC5///DCDC1"	-0.0684472542666583	0.537606374236068
"4206"	"222101_s_at"	"DCHS1"	-0.46141019875198	0.11662234804798
"4207"	"220373_at"	"DCHS2"	0.333820233066758	0.194268448456202
"4208"	"203302_at"	"DCK"	-0.164052528733782	0.0010852799728778
"4209"	"205399_at"	"DCLK1"	-0.187226366934049	0.0215015648660538
"4210"	"216725_at"	"DCLK2"	0.303428335487451	0.184807877325596
"4211"	"232399_at"	"DCLK3"	0.249162744255328	0.36290820828425
"4212"	"209804_at"	"DCLRE1A"	0.187334248362841	0.00272844278546898
"4213"	"222889_at"	"DCLRE1B"	-0.113059794067023	0.177065537446453
"4214"	"222233_s_at"	"DCLRE1C"	0.134040233331485	0.0180894915834508
"4215"	"211896_s_at"	"DCN"	0.207695640580303	0.277123006758271
"4216"	"218508_at"	"DCP1A"	-0.0797469328858575	0.154340896218484
"4217"	"226093_at"	"DCP1B"	-0.0667672318566321	0.0818834668743366
"4218"	"212919_at"	"DCP2"	-0.163136703106423	9.19632169285452e-05
"4219"	"218774_at"	"DCPS"	0.231345238341111	9.81109247826963e-05
"4220"	"1553860_at"	"DCST1"	0.0977198783920707	0.513295164403924
"4221"	"242988_at"	"DCST2"	-0.401178020968608	0.111215893778458
"4222"	"221266_s_at"	"DCSTAMP"	0.309738832738513	0.29902353186409
"4223"	"205337_at"	"DCT"	-0.22493788211625	0.100094071971238
"4224"	"201571_s_at"	"DCTD"	0.156519115186057	0.03293919665826
"4225"	"211780_x_at"	"DCTN1"	0.0338142341126311	0.676026044072959
"4226"	"1557617_at"	"DCTN1-AS1"	0.227191016363078	0.0324194921803569
"4227"	"232505_at"	"DCTN2"	-0.285450219466547	0.306243284006241
"4228"	"204246_s_at"	"DCTN3"	-0.0312652302459089	0.615785808437468
"4229"	"222488_s_at"	"DCTN4"	-0.0933199049766458	0.0170831508163041
"4230"	"209231_s_at"	"DCTN5"	0.19649842477575	0.0161193121634204
"4231"	"203261_at"	"DCTN6"	0.0700152776357204	0.33353750021645
"4232"	"218069_at"	"DCTPP1"	0.0827638376558699	0.0833104418375542
"4233"	"218583_s_at"	"DCUN1D1"	-0.0817630362151522	0.0427788929043135
"4234"	"219116_s_at"	"DCUN1D2"	0.0551867769053187	0.600218102478237
"4235"	"227333_at"	"DCUN1D3"	-0.137097867658691	0.132906856539202
"4236"	"212851_at"	"DCUN1D4"	0.340151299913456	3.6372968821954e-09
"4237"	"223151_at"	"DCUN1D5"	0.108081944611678	0.02633982284614
"4238"	"204850_s_at"	"DCX"	0.219970489059934	0.45498481910756
"4239"	"217973_at"	"DCXR"	0.0277302138177262	0.852401939075162
"4240"	"218260_at"	"DDA1"	0.26379539191791	0.00251117394498497
"4241"	"209094_at"	"DDAH1"	-0.0799632192083148	0.0634096315468587
"4242"	"215537_x_at"	"DDAH2"	-0.256221094701818	3.67207499611185e-05
"4243"	"208619_at"	"DDB1"	0.264926470034112	3.18215485554543e-07
"4244"	"203409_at"	"DDB2"	0.0615870871461048	0.382980814880548
"4245"	"205311_at"	"DDC"	0.321558464697994	0.192552359280371
"4246"	"1564459_at"	"DDC-AS1"	-0.0852501974725004	0.829358231280073
"4247"	"225971_at"	"DDHD1"	-0.407297424210389	2.93365236157431e-09
"4248"	"212690_at"	"DDHD2"	-0.00339635543405237	0.959625907127458
"4249"	"239299_at"	"DDI1"	0.112684732241935	0.719756041852784
"4250"	"225780_at"	"DDI2///RSC1A1"	-0.196581005922537	3.41870251116671e-08
"4251"	"228281_at"	"DDIAS"	-0.360300887505258	0.179313540679808
"4252"	"209383_at"	"DDIT3"	-0.0235674280159976	0.826034883612973
"4253"	"202887_s_at"	"DDIT4"	-0.0856366512609394	0.265506932440679
"4254"	"228057_at"	"DDIT4L"	-0.0970521616725257	0.69152083833113
"4255"	"214788_x_at"	"DDN"	0.240951662691685	0.103363394698316
"4256"	"207418_s_at"	"DDO"	0.0958611681617478	0.500802939552992
"4257"	"208675_s_at"	"DDOST"	0.125592810885564	0.0286330803819517
"4258"	"216459_x_at"	"DDR1-AS1"	0.470409812184281	0.0457629620472265
"4259"	"205168_at"	"DDR2"	0.230414127682705	0.419834978378199
"4260"	"218159_at"	"DDRGK1"	-0.0780628840234492	0.106845715716791
"4261"	"202929_s_at"	"DDTL///DDT"	-0.132361338893638	0.0460634408733117
"4262"	"201241_at"	"DDX1"	-0.0228613261958142	0.641001401174192
"4263"	"204977_at"	"DDX10"	-0.0743881433850326	0.0832583797967026
"4264"	"208149_x_at"	"DDX11"	0.123682990592691	0.211769321796644
"4265"	"1557139_at"	"DDX11-AS1"	0.0236425257383419	0.957930765895535
"4266"	"223777_at"	"DDX11L2"	-0.0382853292451246	0.880054912672804
"4267"	"208718_at"	"DDX17"	-0.0889266163997924	0.0236634829572272
"4268"	"208896_at"	"DDX18"	-0.157309752304156	0.00214894475609749
"4269"	"202578_s_at"	"DDX19A"	0.0896781586254622	0.159708033754653
"4270"	"202576_s_at"	"DDX19A///DDX19B"	0.0178287940728659	0.780977341917335
"4271"	"230974_at"	"DDX19B"	-0.275142330619237	0.175237647544078
"4272"	"223331_s_at"	"DDX20"	-0.0857935813381818	0.0647457518427155
"4273"	"208152_s_at"	"DDX21"	0.0656845921789628	0.199821991468946
"4274"	"201440_at"	"DDX23"	-0.0492769284171732	0.350142245896057
"4275"	"200694_s_at"	"DDX24"	0.0537873280656775	0.145843329023625
"4276"	"219945_at"	"DDX25"	0.234306535785116	0.265518776381041
"4277"	"215693_x_at"	"DDX27"	-0.0887177270636457	0.347889076990121
"4278"	"219108_x_at"	"DDX27///SS18"	-0.132271209660409	0.0384077441286414
"4279"	"203785_s_at"	"DDX28"	-0.0299453707805641	0.855596399026528
"4280"	"1553181_at"	"DDX31"	0.261415753104584	0.0191379132094085
"4281"	"201584_s_at"	"DDX39A"	-0.138805259153694	0.000221459393614652
"4282"	"212514_x_at"	"DDX3X"	0.153146416621061	0.0542000964956787
"4283"	"205001_s_at"	"DDX3Y"	0.297549685163961	0.167927562007071
